row_index,image_uid,file_name,relative_path,file_hash,model
216,061fc5c47006476d9859d3a3f77189bb,A1c113_1d.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c113_1d.jpg,3657c607f98f549dffa16ffe5a5cb71c4184a7c6a279c163f4e3fa5325fd3817,openai/clip-vit-base-patch32
217,a282510e63f14c04884769a639c83f8d,A1c113_1e.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c113_1e.jpg,4de5042bc73613ef50087a6c3aabf4bac06cce6f99ed905289e083219fe91209,openai/clip-vit-base-patch32
218,b1755363d67645118c8936080288aac5,A1c113_2a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c113_2a.jpg,970043c15280ba4b530f4e48cbc2c694d195c5732afeaa0a6b5e39074989b417,openai/clip-vit-base-patch32
219,d754cc8d2f314677a87f0f38d6951efc,A1c113_2b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c113_2b.jpg,267fc7cde57645cfb3fa497e36187de14f4c202856ef06bc1ac02bc2c4a6b61a,openai/clip-vit-base-patch32
220,0b31540d868c4d42b1f26cba1bfd6f5b,A1c113_2c.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c113_2c.jpg,18feed6efeb03daf0aabdb3eeee567e06e5f539107a7d671259283a8e10babff,openai/clip-vit-base-patch32
221,1b8b338619b1479cbb85ad185cccc09c,A1c13.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c13.jpg,4dd172e187637d3e8054e75f5f2b644a4245effabe23ff884b1830ec68c467ce,openai/clip-vit-base-patch32
222,25f107822183485b8bdfc83951a0cdb4,A1c134a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c134a.jpg,d7acd5456ce3fc062ebcbb970abcb322c4ba310fd7d45c8cdb5ef48611770195,openai/clip-vit-base-patch32
223,81d28f285c6148aeb56d014e457d2df2,A1c134b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c134b.jpg,380faf0f8f4913ce2b380330792e2e3fff300e2695dac9af8ff1daa9e463a6a2,openai/clip-vit-base-patch32
224,9872df212b704801aec25db961c93657,A1c134c.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c134c.jpg,1e8004e538259a6d0664d68f06083b0f0ff0d4056bcff89efd73c07c78108ccd,openai/clip-vit-base-patch32
225,2c09823f5c3946c791893dee894b57b2,A1c135.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c135.jpg,defb0d9e501e778b1c48061153f365f57826c384e679c235e3981b04e5788d1c,openai/clip-vit-base-patch32
226,0eb350e134444ecb96880706db7b084d,A1c135a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c135a.jpg,ff2cc6e496f9b4b868c557a9f118c070702af3f858bed0579a9d483fa2ca68e4,openai/clip-vit-base-patch32
227,92727077b6ff41fab63dd227512e5cec,A1c140a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c140a.jpg,fd58ab84d8d96c58528fc2c5447603d099d6a2889fa6727a0d66e34f7138ebaf,openai/clip-vit-base-patch32
228,03da1be966b246f7845b3ec3d74a0494,A1c140b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c140b.jpg,cee905f4a6cbabcc83a381b180a301d1b5d68f42c2e1746fb9ef7fa29b0aaabb,openai/clip-vit-base-patch32
229,2b5cf927b32348928bd49ba4e722b46b,A1c140c.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c140c.jpg,e4316b7f11cf2358e9b79965ad12e8f4c2b56af0cf918727fa4d0acc595cb408,openai/clip-vit-base-patch32
230,6c9e4de3d2bb46f48a5e7d5ce79d6dbc,A1c144.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c144.jpg,ab8bb1c0994c6f052338dbfbbd9aa879d4a8e8123528849f43c25ac5536e046a,openai/clip-vit-base-patch32
231,0f6835b9e50e433bb4ea2eceb8360a37,A1c146.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c146.jpg,5d98324141498ba50e7024d18c705e58b8975d8360e96742dc2b2f3dfe11d0bd,openai/clip-vit-base-patch32
232,0d43bbcf00904bc49fffb64825af96fa,A1c147.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c147.jpg,8b8c896478614879178e0af74812d9a6655c287ae3d4d105ebac2b36d2ab6d2e,openai/clip-vit-base-patch32
233,d80ad05e7645433caec43cbdce64f628,A1c148.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c148.jpg,4f6076317aee8bef1d05e32438be936e72ade9d056c70ead5007c7078b85d5a0,openai/clip-vit-base-patch32
234,ebf4ea3b1a1d4f16abee137dabcfe311,A1c149.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c149.jpg,67976c1f3bfa7edab33ba6c7e2d774996a17fd24173cba3756bd597364058e9a,openai/clip-vit-base-patch32
235,640621454a10479faf651cf1740df6bd,A1c150.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c150.jpg,7175248088a567746d3d484e39724e4cbba84c593522861cbec5135185aa5736,openai/clip-vit-base-patch32
236,13278cd98b9e47a38ac9f34e35874b9f,A1c151.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c151.jpg,662d3cf4d13f2ab486a504e7517b7a787fcec3bbdbf088b17039791b497471c7,openai/clip-vit-base-patch32
237,262dfd8e03a243f883ee86c61cffdb96,A1c158.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c158.jpg,ab34fccf8bfe85e0fa21c8f385452e10341ada25720cdbec231f2910c5cb3d16,openai/clip-vit-base-patch32
238,f88ec7147fe248bfa6ad8e1959512cce,A1c16.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c16.jpg,73e172d33989ee5243c79c534ff6a005da6b83861e295a3761954f7dc988796e,openai/clip-vit-base-patch32
239,8529b2193e2847c5b323ea164566057e,A1c166.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c166.jpg,2a9cc1f0e6365c9b1d0e57a2c545505fb06ef49eafb933fc3305e443a177878c,openai/clip-vit-base-patch32
240,27aa0a9169f84d208eac4d84cddb6345,A1c166_1.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c166_1.jpg,ad00cc55d82062dbbf6422e6f8436c3cb400c61155bb59720a8023d2db6615d7,openai/clip-vit-base-patch32
241,d16ef1b67151408086e0c44f839caa0c,A1c166_2.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c166_2.jpg,7c53ff416f19b8b1e91251fea65e1a5795899d79afb5323f8aa0ff7c37c9c7c2,openai/clip-vit-base-patch32
242,48d4eeb5f66e49b88402da1f19ffccfe,A1c166_3.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c166_3.jpg,07a688e72e46bddeece18e70083c62a8246f839b70a7ebdffd796f7aa1c70a1b,openai/clip-vit-base-patch32
243,740ac4a847c841838d25854a9496ce82,A1c166a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c166a.jpg,14e15b62c7eed46337b72e58631defb14622bf3135d73ca30941fc60847ce48b,openai/clip-vit-base-patch32
244,1172ca685cd34cb997385d2dacbd6637,A1c166b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c166b.jpg,8f34632640177a72d978952fadfcb9cb982af21ce0dd0d4817ffcd92f94e29ef,openai/clip-vit-base-patch32
245,629117f0a2054982acbbbe0f51584175,A1c168.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c168.jpg,4e0a46c240c9c90c090dd5411900c3f7cb6c2746d0d425e8410e8252db7bd0b7,openai/clip-vit-base-patch32
246,fe1001f7be6d4b1d8b4d6e7dd65fac63,A1c169.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c169.jpg,5d75449ee03569e1a6bab23b2df93e440528115dc7a48a65da2225f36d258c49,openai/clip-vit-base-patch32
247,d6317e9a91f54eebb7759f9202a04fd7,A1c170a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c170a.jpg,f3ae72db5139c3847af0ffd89914143c03e4abcb94a52fef00d7e561b2e0c882,openai/clip-vit-base-patch32
248,944f34d1d9af4583a456874407f76cec,A1c170b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c170b.jpg,07fe773d0fcf46584d073f9254c2d6efdb3387143176bdec494f81df6283c8b7,openai/clip-vit-base-patch32
249,fda8bf0496b4405ca00f2ee06da91afc,A1c170c.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c170c.jpg,fb5d4d139df002d9120622a63f5ec3963f567c52c79f7c4c6f1ac6d9fbe09910,openai/clip-vit-base-patch32
250,91e80391c73f4f5099d3fd24bb1aa064,A1c171a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c171a.jpg,75dd25e129b8c21626a7c259485959ff3cd552d1c4709baf8ff1e944ba306166,openai/clip-vit-base-patch32
251,cbb369d5a603475b99ac303c63dd59ff,A1c171b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c171b.jpg,16b5ad0a46c4e936e7fcc508a5f1c559d4ffa3116ae4d2e7f196b6f22d593cdb,openai/clip-vit-base-patch32
252,9a241e087bff4e6986894937d7a3b19b,A1c171c.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c171c.jpg,492fe2b5e429e674e550b5abee36a7af14335f99f31dab1ceadd3b12162af64d,openai/clip-vit-base-patch32
253,cc07b5634f6842198e6a89eeaecbc392,A1c171d.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c171d.jpg,17dbabece5a7297c44a6a006fdff1e1fe55c86e3176196d8da206a240acf0b66,openai/clip-vit-base-patch32
254,a152c9e240d3418cac956d27baa00f54,A1c172.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c172.jpg,aedb7a78191d63f4c826153bdbd9513c65673c20eee96efa3bf67774c4bd231f,openai/clip-vit-base-patch32
255,c99b2eb30aeb45fbb8a7f75f0e9d0023,A1c173a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c173a.jpg,e3f654a1ef29a26ad2a5dec9af73c9353e288c2252724ca52055b0a5776dd525,openai/clip-vit-base-patch32
256,7f2df8eb0c8d4d86b18c0248e581c26b,A1c173b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c173b.jpg,39d4b769489f561348a5e5875973166a54f98f19ac09644b3250aca3dc71c5fc,openai/clip-vit-base-patch32
257,e71173e63cb0410bbca94c9d460eb226,A1c175.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c175.jpg,97e217ee4817f32131e1f18fbfa6d9a653b8d9f336dfbc9d222e2d3e67188630,openai/clip-vit-base-patch32
258,44750596b4864625a1f50eec01f64731,A1c176.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c176.jpg,ac76dc84587e02f256c039aab4113f45938447d462840ebb85dc08e4b8be3d04,openai/clip-vit-base-patch32
259,096ddf529ad44f5ea0330effd8c91ea8,A1c177.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c177.jpg,512a3383640803de938a276d46cf17b258cc8be8b4c1cbf4057d48c2e3122be9,openai/clip-vit-base-patch32
260,2eb535cf0187435396b6379226c973ee,A1c178.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c178.jpg,7e914b968386f99993fe177ecf2bd2c4de9d772b92ac0247ca69f4b37ef397f3,openai/clip-vit-base-patch32
261,eaf76a041fa7444db1800be54c5df3c5,A1c180.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c180.jpg,751474235260dc19c88b70503ee2b7bceb7905eb6bfa9a890957e8843812e628,openai/clip-vit-base-patch32
262,6aafaa7d6383453891aabc6e48df75f5,A1c181.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c181.jpg,8a09b9dc9deba30f06a9e0b138fb509cb23fd8825a612a1a6d9c8494a9e53755,openai/clip-vit-base-patch32
263,c9ff158c2bb34b98aed2301d9167854f,A1c182.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c182.jpg,02c6761587bef0419569c68021aa79ff8e9868db9d7342becca8116718a58122,openai/clip-vit-base-patch32
264,a952ecce9c3a48dd85ab24d8444e6c5a,A1c182a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c182a.jpg,a8f38f4cd3329cb4135e75056172ba2e2b8f42b25cc434deb0e0fb71a7288052,openai/clip-vit-base-patch32
265,abfcde5f6ea24a37a44e1978b8063618,A1c182b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c182b.jpg,e31fccb4814d521b976b3a78376fd77a8371a5785579f94c07b2408262347591,openai/clip-vit-base-patch32
266,252ecb57234845c4af7bc96734cb7933,A1c182c.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c182c.jpg,52797871ff3642be37a7ba80fda0318fb6520bdfbafb79930cf58542b3e9f661,openai/clip-vit-base-patch32
267,97aee6f967c945d695975dcc70057a08,A1c185.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c185.jpg,7975f703cf2ebca84c57f9948c000d05463c62b28093519f3a85614b7f31e651,openai/clip-vit-base-patch32
268,633d22d760cd41b498d04160f67fe622,A1c186.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c186.jpg,a51b0b1729cb7237b6d7661816e8727bdcda346d7610503b5271b54a804f3187,openai/clip-vit-base-patch32
269,b6eb875e3a864400a71bd04bcca12332,A1c186a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c186a.jpg,f76e7766bb5d582d7318541dcabf9d4da86ce971d1eee68bab1d004112da681b,openai/clip-vit-base-patch32
270,5ce98ac973224a99a7ec0de795536a75,A1c187.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c187.jpg,512b471e4513a195ad1061d5e38669f5f22a458abdb74c3c620e287b611bbd92,openai/clip-vit-base-patch32
271,6dc1011aee7d4d2197d5d80706d5644e,A1c188.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c188.jpg,8eaaeadabe9409e6bce89d2ed4815cb1006ba639eac189bf92cf5f1b47f8f66c,openai/clip-vit-base-patch32
272,3dd2407d7a974b72bf105821bf6e5b62,A1c190.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c190.jpg,1d6f0215762d598aaa0c50d10f5e0e283f9e2fe00db5072e2578226108fc01af,openai/clip-vit-base-patch32
273,dc381f2462144b0f9acecb4f29d04cf5,A1c191.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c191.jpg,cf36fa8486523a6d40f7434a9678c6d69c686c7fa00c96eb8d4c73a9b7742304,openai/clip-vit-base-patch32
274,66f184b666714f0b8dd3550fb858a630,A1c192.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c192.jpg,e15c19cf3968585e1ac85d67890a8e54fdeba15851978a5336dfdbb7c495667e,openai/clip-vit-base-patch32
275,3647dd8b2aff491f92d29213a0f06e6a,A1c194b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c194b.jpg,c1383c7870335ad99b5afc4e92ed22a1b9237be78d8662bcfa840146d7288a27,openai/clip-vit-base-patch32
276,c6397fdd335548a1a6f7ef113b70cbc6,A1c195a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c195a.jpg,8cf220e294ed0604d437d2c96920e5ed2982e29a2d76f264c124077d54372092,openai/clip-vit-base-patch32
277,b4d75ef2928442aabaf8eadba10c2c69,A1c195b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c195b.jpg,8dc02e22cd8ad573f59d33c51923d34fe1f03de578899040048d09c1713e964c,openai/clip-vit-base-patch32
278,db4ff0a9e48440a2b2728165e51ba323,A1c195c.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c195c.jpg,9affdf2cc29ebd0a982f4833dd01db2994cda9c5b9b4bcb580a90670ceaf8076,openai/clip-vit-base-patch32
279,6556bbd88e944ba1af7377b79d21100e,A1c196.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c196.jpg,5f0dc5438e2c2b5bc4fe77f7c030bf5dc96f399d553f7c4900fb018628886a85,openai/clip-vit-base-patch32
280,a38e41299e2d451cb83ddd86a8ab6dde,A1c197a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c197a.jpg,6e8175bd01eecd56ecfedac3088009e95168712e86cdfa0de09fe81b6ede8761,openai/clip-vit-base-patch32
281,79b98107a1f54983b21ea68d6ced0c99,A1c197b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c197b.jpg,eddcaf3302977c95716e817e6b9ba79a27c0ac93eedc151d0bd508ecb47016f5,openai/clip-vit-base-patch32
282,e3dab2d264774935a4efb6c615d1ee6b,A1c19a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c19a.jpg,9f7136ed7afec79a8741da21415af5db21ccff8718b210c17eecf979ff5d748d,openai/clip-vit-base-patch32
283,3dc2cae5008e43dfba5b595a4362b713,A1c19c.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c19c.jpg,b92a44528bc1c1fbc62a45cc2cfc784101127d79c3317c4453267ba22d3e019a,openai/clip-vit-base-patch32
284,636556b1aacf4a2e91ba8ba2596686a1,A1c19e.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c19e.jpg,11c8ad949fc2f48d27e88964fb300596476942dda03143d2799da372676bc60c,openai/clip-vit-base-patch32
285,d456f1d50ede42f2b972e202f025ff5c,A1c1h.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c1h.jpg,cf620525a70b58a351b782bc7362ea4ddd1fa8fd7a904927fc58de023894ae20,openai/clip-vit-base-patch32
286,e36ab7ffc1d44769a912e5ba65c2263d,A1c1j.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c1j.jpg,79a794bc3d633cbe4835fdd3e282ef971c87ab936ecaec5bffff71988b739dd0,openai/clip-vit-base-patch32
287,03d7915d0dc04477af0703b49290bbb3,A1c1p.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c1p.jpg,5d6c10b2d0146f90ea4a3f7a14e4ef73bb2cd2f4ebac4c4ef4d7c3586c1a8e98,openai/clip-vit-base-patch32
288,814ce0d03f764196822fa1e4a8f66cc3,A1c1q.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c1q.jpg,04c2ad8bfb5dfa3f98f29303e04e4b818e26b1d2dd4d3f5a76e5afbed87239df,openai/clip-vit-base-patch32
289,cf362aaf28254ec59961cafc046ff490,A1c1r.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c1r.jpg,adf193be8f51afd62811a5e71db5c8d5e346d007f63f6a6ebfbc01602a7114a2,openai/clip-vit-base-patch32
290,efd9e5ac208a472c90168e0545ccf2f4,A1c1s.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c1s.jpg,054f6f3cc42715ea131a2239bf690fb9e0883347f80d2ff3121030839bfc3ed7,openai/clip-vit-base-patch32
291,b1991f85210c4466b0b5168427837009,A1c1t.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c1t.jpg,91fdbd8a662f74b245485e68d8de6da49a7bb67b7757f3a4c0238eb73a9034f1,openai/clip-vit-base-patch32
292,772c116f945845f38387cf5b091cabf7,A1c1u.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c1u.jpg,076c3e82322e776f8cea6d9c98941a67964f9b4ada41e4f1e0bf10fcbfddf39b,openai/clip-vit-base-patch32
293,f50a331e906c4ed7b79fe8dca2df9a6f,A1c1w.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c1w.jpg,a88d9b6341707b75f11bda49149ad4c759317b9329ad2529177a72ba971faa57,openai/clip-vit-base-patch32
294,baeeca8efd4a47589e66df1848238900,A1c1y.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c1y.jpg,102e3159a25b796e443333a2370df2cbf513b1dbe6f4343871f8c1971396f513,openai/clip-vit-base-patch32
295,488e6438bb18445ab069c7635bcd51c6,A1c2&85etc.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c2&85etc.jpg,66d190857f93b14bb424afd3af7f6dc0a6a527dc3b9cf969903e40b361be4b34,openai/clip-vit-base-patch32
296,7d3e5b5a7e594d6b945b9136af6d5d82,A1c2.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c2.jpg,e8d342f53e1133a9be3de9ecf2a4d3b96657e48fe1d85f2befc9c2718fc56830,openai/clip-vit-base-patch32
297,28375e5ca1df45558d8c931d09569574,A1c20.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c20.jpg,e63427f091719ea55093492743aeda13045da81ad7a42ebc7ab3a6122e9437ec,openai/clip-vit-base-patch32
298,815e2bc699744f1991b4284e0a547b59,A1c202b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c202b.jpg,d520d747d9b178fe5a33b84acded272c0623d6bc7146d5a70231a1dfc80a2bdb,openai/clip-vit-base-patch32
299,8f861bed96814d628c292e7f09cdf414,A1c206a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c206a.jpg,6a632e31119b21a480534cd6d6e96e4e70c33bbf9ff66121db593e43bcccbd77,openai/clip-vit-base-patch32
300,586500a41d284e64badca07e35ded0ed,A1c206b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c206b.jpg,a71555e1e8e3bb1b3383ce4179f85497ee3bd7eec7130ba3109d3054b5a4b831,openai/clip-vit-base-patch32
301,9d501d60385245b2879dc843dcce9551,A1c207.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c207.jpg,227bc3555bac45f3ae71aa7583aacb0c4f846035d6e72f20ed9d9e835269a225,openai/clip-vit-base-patch32
302,e19848cbacdd494482fb164cb7f3fc4f,A1c208.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c208.jpg,209b761ec7db9a9dfc3aa468e658938c9a07d1363ebd1ddd55c041f022723a12,openai/clip-vit-base-patch32
303,aa323d70653847dd9868bde0b9308577,A1c209.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c209.jpg,e08f57568bb3484d4051c2637f9fdfb8dd326ccac446e750fc372a3b1d4bc30d,openai/clip-vit-base-patch32
304,d71428a32d3b4c32801ee6a9b4f793cb,A1c21.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c21.jpg,576cb67fd4d534f897a9520c3b287020d2547a2d63b7160b993b99c519a58ca0,openai/clip-vit-base-patch32
305,9a63acb9e1104e5eb4cc85eecc391fad,A1c214a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c214a.jpg,30e299d2db3dd072008d5fa196f47f221cfa1d21f3d8b95988be14eedc376e09,openai/clip-vit-base-patch32
306,66598ed44e674610bc1299dc683f3773,A1c214b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c214b.jpg,07e8e0296f3144d3928c972ff3112c587689947f022c1285ff4a94c433e7a14f,openai/clip-vit-base-patch32
307,f7f23d70819b49eea5f4676c2b992233,A1c214c.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c214c.jpg,bc2dd56569efa388bfae17ca424ca4c8c471d31e477edcbf1c4107fe809e575e,openai/clip-vit-base-patch32
308,d44c6de4a88f4696958cc0f0200731a6,A1c215_1.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c215_1.jpg,19fdc29ebbbbfebad3e2f8435286f56b08e0fab4b93a7702651d3fc21e80a2cc,openai/clip-vit-base-patch32
309,d4dadceed2914efbbbdfa4b110d3a807,A1c215_2.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c215_2.jpg,d93cae0f81ff4fd473cb21c61d26c31d7621e2cfa0f3fbbfca918becdb1cd728,openai/clip-vit-base-patch32
310,34ef8974e66044bb97703e209911304a,A1c215_2a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c215_2a.jpg,e80599c96578bfb59b05519b8b053e3617444f4e0ea3f6733a0e992fbf0aed3f,openai/clip-vit-base-patch32
311,0e332c299da34b8c9343fd11380741d0,A1c215_2b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c215_2b.jpg,7c822be104c4d4e6c1486682d71ec5c336250b0db9a33c3579bfc523dd8c81a0,openai/clip-vit-base-patch32
312,06aa8d37aad848069404a478cdee2c34,A1c215_2c.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c215_2c.jpg,2ec3baa1ec2e9f80982201e9531298ba6368b9152206432c2b1be6adfe9f2334,openai/clip-vit-base-patch32
313,c9ed634687f147dca86d54baf82789e7,A1c216b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c216b.jpg,ebbc94520e6f2cbfb791f0e75e20222784e64e8d7385b23c699b6de3ab8fb75b,openai/clip-vit-base-patch32
314,41f3af199f9d4ba48c1a7ccf500a3feb,A1c216d.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c216d.jpg,ad6d5a3c2eafecb55a1731469f8849102c675a9b8706aeef53195c0c9539a33e,openai/clip-vit-base-patch32
315,fc59f3efb7de4dda9d416952d388d019,A1c216e.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c216e.jpg,26f665c761c72f4fa1531439622d29f28961cc7306e259ede49d4caa4accaa3a,openai/clip-vit-base-patch32
316,4f88790ffda74182bfcbd1209b96ffaa,A1c216f.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c216f.jpg,c7060943882451c5ee2045a84b7aad699cb499a4b344eeb778ff3bbbe307f2a1,openai/clip-vit-base-patch32
317,d7d234ecbe384024962d359f8ce24136,A1c217a.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c217a.jpg,cab4b047958cb083df8c350c208db464b65cd058b922ff78e7621806d20348a4,openai/clip-vit-base-patch32
318,689ed40617454da5bf3efcad15a20c29,A1c217b.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c217b.jpg,d52b205d80f5f3c3cf1a74752337e5dcdafd19763f1e267de1f0d91c08e154af,openai/clip-vit-base-patch32
319,2947e8c8912744d280ae7084533a73f5,A1c217d.jpg,Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c217d.jpg,7e5e38a327485c76ef8758b9ead2a6cb55508d0d10d3abee0843abd5149b2678,openai/clip-vit-base-patch32
