image_uid,file_name,facet,term_key,label,similarity_score,source,vocabulary_version
200af01154004118ae8397eb3fe5f15e,P7630236 (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
200af01154004118ae8397eb3fe5f15e,P7630236 (Large).jpg,scene_type,landscape,Landscape,0.281553,clip,1.0
200af01154004118ae8397eb3fe5f15e,P7630236 (Large).jpg,shot_type,wide,Wide view,0.264171,clip,1.0
200af01154004118ae8397eb3fe5f15e,P7630236 (Large).jpg,people,no_people,No people,,threshold_rule,1.0
5d9d6ca54cfb4308b7ca3ec6cd105dfb,P7630258 (Large).JPG,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
5d9d6ca54cfb4308b7ca3ec6cd105dfb,P7630258 (Large).JPG,scene_type,interior,Interior,0.284672,clip,1.0
5d9d6ca54cfb4308b7ca3ec6cd105dfb,P7630258 (Large).JPG,shot_type,medium,Medium view,0.238746,clip,1.0
5d9d6ca54cfb4308b7ca3ec6cd105dfb,P7630258 (Large).JPG,people,no_people,No people,,threshold_rule,1.0
5d9d6ca54cfb4308b7ca3ec6cd105dfb,P7630258 (Large).JPG,room,kitchen,Kitchen,0.308938,clip,1.0
5d9d6ca54cfb4308b7ca3ec6cd105dfb,P7630258 (Large).JPG,condition,weathered_timber,Weathered timber,0.240171,clip,1.0
5d9d6ca54cfb4308b7ca3ec6cd105dfb,P7630258 (Large).JPG,condition,object_wear,Object wear,0.245154,clip,1.0
670ee9cd37b646358e8b1cd55fc22957,P7630259 (Large).JPG,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
670ee9cd37b646358e8b1cd55fc22957,P7630259 (Large).JPG,scene_type,interior,Interior,0.27453,clip,1.0
670ee9cd37b646358e8b1cd55fc22957,P7630259 (Large).JPG,shot_type,medium,Medium view,0.25626,clip,1.0
670ee9cd37b646358e8b1cd55fc22957,P7630259 (Large).JPG,people,no_people,No people,,threshold_rule,1.0
670ee9cd37b646358e8b1cd55fc22957,P7630259 (Large).JPG,room,kitchen,Kitchen,0.316132,clip,1.0
670ee9cd37b646358e8b1cd55fc22957,P7630259 (Large).JPG,condition,object_wear,Object wear,0.252662,clip,1.0
bc173a734aaf4bfda01eb017594a2f6e,P7630260 (Large).JPG,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
bc173a734aaf4bfda01eb017594a2f6e,P7630260 (Large).JPG,scene_type,interior,Interior,0.272645,clip,1.0
bc173a734aaf4bfda01eb017594a2f6e,P7630260 (Large).JPG,shot_type,medium,Medium view,0.248448,clip,1.0
bc173a734aaf4bfda01eb017594a2f6e,P7630260 (Large).JPG,people,no_people,No people,,threshold_rule,1.0
bc173a734aaf4bfda01eb017594a2f6e,P7630260 (Large).JPG,room,kitchen,Kitchen,0.35611,clip,1.0
bc173a734aaf4bfda01eb017594a2f6e,P7630260 (Large).JPG,condition,object_wear,Object wear,0.24074,clip,1.0
9937c64b77dc4232987c98f864d01132,P7630262 (Large).JPG,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
9937c64b77dc4232987c98f864d01132,P7630262 (Large).JPG,scene_type,interior,Interior,0.272829,clip,1.0
9937c64b77dc4232987c98f864d01132,P7630262 (Large).JPG,shot_type,medium,Medium view,0.207532,clip,1.0
9937c64b77dc4232987c98f864d01132,P7630262 (Large).JPG,people,no_people,No people,,threshold_rule,1.0
9937c64b77dc4232987c98f864d01132,P7630262 (Large).JPG,room,living_room,Living room,0.289914,clip,1.0
4a364c61c595499283bd9b8123ffde34,P7630263 (Large).JPG,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
4a364c61c595499283bd9b8123ffde34,P7630263 (Large).JPG,scene_type,interior,Interior,0.24631,clip,1.0
4a364c61c595499283bd9b8123ffde34,P7630263 (Large).JPG,shot_type,medium,Medium view,0.228303,clip,1.0
4a364c61c595499283bd9b8123ffde34,P7630263 (Large).JPG,people,no_people,No people,,threshold_rule,1.0
4a364c61c595499283bd9b8123ffde34,P7630263 (Large).JPG,room,radio_room,Radio room,0.30491,clip,1.0
4a364c61c595499283bd9b8123ffde34,P7630263 (Large).JPG,condition,object_wear,Object wear,0.248483,clip,1.0
3c02cda285564ef1823982848b393b9d,P7630264 (Large).JPG,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
3c02cda285564ef1823982848b393b9d,P7630264 (Large).JPG,scene_type,interior,Interior,0.269915,clip,1.0
3c02cda285564ef1823982848b393b9d,P7630264 (Large).JPG,shot_type,medium,Medium view,0.21397,clip,1.0
3c02cda285564ef1823982848b393b9d,P7630264 (Large).JPG,people,no_people,No people,,threshold_rule,1.0
3c02cda285564ef1823982848b393b9d,P7630264 (Large).JPG,room,bunkroom,Bunkroom,0.285225,clip,1.0
c126d76ddd624a4b84f3d1924a85aba6,P7630265 (Large).JPG,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
c126d76ddd624a4b84f3d1924a85aba6,P7630265 (Large).JPG,scene_type,object_study,Object study,0.238441,clip,1.0
c126d76ddd624a4b84f3d1924a85aba6,P7630265 (Large).JPG,shot_type,detail,Detail,0.260082,clip,1.0
c126d76ddd624a4b84f3d1924a85aba6,P7630265 (Large).JPG,people,no_people,No people,,threshold_rule,1.0
c126d76ddd624a4b84f3d1924a85aba6,P7630265 (Large).JPG,condition,weathered_timber,Weathered timber,0.250229,clip,1.0
c126d76ddd624a4b84f3d1924a85aba6,P7630265 (Large).JPG,condition,object_wear,Object wear,0.249692,clip,1.0
fb81dff770d24db5a73faaa93d5a0c8a,P7630266 (Large).JPG,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
fb81dff770d24db5a73faaa93d5a0c8a,P7630266 (Large).JPG,scene_type,exterior,Exterior,0.255459,clip,1.0
fb81dff770d24db5a73faaa93d5a0c8a,P7630266 (Large).JPG,shot_type,wide,Wide view,0.236811,clip,1.0
fb81dff770d24db5a73faaa93d5a0c8a,P7630266 (Large).JPG,people,no_people,No people,,threshold_rule,1.0
fb81dff770d24db5a73faaa93d5a0c8a,P7630266 (Large).JPG,structure,main_hut,Main hut,0.282557,clip,1.0
fb81dff770d24db5a73faaa93d5a0c8a,P7630266 (Large).JPG,structure,outbuilding,Outbuilding,0.265468,clip,1.0
fb81dff770d24db5a73faaa93d5a0c8a,P7630266 (Large).JPG,condition,weathered_timber,Weathered timber,0.257469,clip,1.0
fb62451110a343288e8cdb2209dccc24,P7630267 (Large).JPG,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
fb62451110a343288e8cdb2209dccc24,P7630267 (Large).JPG,scene_type,landscape,Landscape,0.266756,clip,1.0
fb62451110a343288e8cdb2209dccc24,P7630267 (Large).JPG,shot_type,wide,Wide view,0.23293,clip,1.0
fb62451110a343288e8cdb2209dccc24,P7630267 (Large).JPG,people,no_people,No people,,threshold_rule,1.0
fb62451110a343288e8cdb2209dccc24,P7630267 (Large).JPG,nature,snow,Snow,0.245589,clip,1.0
57e02a40a424473589ca195bb2ec3e93,P7630268 (Large).JPG,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
57e02a40a424473589ca195bb2ec3e93,P7630268 (Large).JPG,scene_type,landscape,Landscape,0.233191,clip,1.0
57e02a40a424473589ca195bb2ec3e93,P7630268 (Large).JPG,shot_type,wide,Wide view,0.213262,clip,1.0
57e02a40a424473589ca195bb2ec3e93,P7630268 (Large).JPG,people,no_people,No people,,threshold_rule,1.0
fe34bb2db9ba4f3cadc2954b0c0c0755,P7630273 (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
fe34bb2db9ba4f3cadc2954b0c0c0755,P7630273 (Large).jpg,scene_type,landscape,Landscape,0.221482,clip,1.0
fe34bb2db9ba4f3cadc2954b0c0c0755,P7630273 (Large).jpg,shot_type,wide,Wide view,0.188619,clip,1.0
fe34bb2db9ba4f3cadc2954b0c0c0755,P7630273 (Large).jpg,people,no_people,No people,,threshold_rule,1.0
fe34bb2db9ba4f3cadc2954b0c0c0755,P7630273 (Large).jpg,nature,penguin,Penguin,0.294374,clip,1.0
fe34bb2db9ba4f3cadc2954b0c0c0755,P7630273 (Large).jpg,nature,seal,Seal,0.240773,clip,1.0
0c273363d58540809461bdf6135c5204,P7630276 (Large).JPG,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
0c273363d58540809461bdf6135c5204,P7630276 (Large).JPG,scene_type,landscape,Landscape,0.258853,clip,1.0
0c273363d58540809461bdf6135c5204,P7630276 (Large).JPG,shot_type,wide,Wide view,0.234823,clip,1.0
0c273363d58540809461bdf6135c5204,P7630276 (Large).JPG,people,no_people,No people,,threshold_rule,1.0
0c273363d58540809461bdf6135c5204,P7630276 (Large).JPG,nature,overcast,Overcast or storm,0.248507,clip,1.0
9c6380a93cde4ad892d317a58c13140a,Port Lockroy 24th April 2020 JNH (1) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
9c6380a93cde4ad892d317a58c13140a,Port Lockroy 24th April 2020 JNH (1) (Large).jpg,scene_type,landscape,Landscape,0.254365,clip,1.0
9c6380a93cde4ad892d317a58c13140a,Port Lockroy 24th April 2020 JNH (1) (Large).jpg,shot_type,wide,Wide view,0.209529,clip,1.0
9c6380a93cde4ad892d317a58c13140a,Port Lockroy 24th April 2020 JNH (1) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
9c6380a93cde4ad892d317a58c13140a,Port Lockroy 24th April 2020 JNH (1) (Large).jpg,nature,penguin,Penguin,0.240599,clip,1.0
9c6380a93cde4ad892d317a58c13140a,Port Lockroy 24th April 2020 JNH (1) (Large).jpg,nature,dog,Dog,0.240791,clip,1.0
9c6380a93cde4ad892d317a58c13140a,Port Lockroy 24th April 2020 JNH (1) (Large).jpg,nature,snow,Snow,0.246916,clip,1.0
9c6380a93cde4ad892d317a58c13140a,Port Lockroy 24th April 2020 JNH (1) (Large).jpg,condition,structural_damage,Structural damage,0.251559,clip,1.0
dab76884b75d4230b9960928e4465bed,Port Lockroy 24th April 2020 JNH (10) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
dab76884b75d4230b9960928e4465bed,Port Lockroy 24th April 2020 JNH (10) (Large).jpg,scene_type,interior,Interior,0.244571,clip,1.0
dab76884b75d4230b9960928e4465bed,Port Lockroy 24th April 2020 JNH (10) (Large).jpg,shot_type,medium,Medium view,0.221072,clip,1.0
dab76884b75d4230b9960928e4465bed,Port Lockroy 24th April 2020 JNH (10) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
dab76884b75d4230b9960928e4465bed,Port Lockroy 24th April 2020 JNH (10) (Large).jpg,room,kitchen,Kitchen,0.31697,clip,1.0
dab76884b75d4230b9960928e4465bed,Port Lockroy 24th April 2020 JNH (10) (Large).jpg,condition,object_wear,Object wear,0.274795,clip,1.0
1a4b67bd332d4483805df0ee0b2e4d85,Port Lockroy 24th April 2020 JNH (11) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
1a4b67bd332d4483805df0ee0b2e4d85,Port Lockroy 24th April 2020 JNH (11) (Large).jpg,scene_type,interior,Interior,0.245943,clip,1.0
1a4b67bd332d4483805df0ee0b2e4d85,Port Lockroy 24th April 2020 JNH (11) (Large).jpg,shot_type,medium,Medium view,0.267529,clip,1.0
1a4b67bd332d4483805df0ee0b2e4d85,Port Lockroy 24th April 2020 JNH (11) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
1a4b67bd332d4483805df0ee0b2e4d85,Port Lockroy 24th April 2020 JNH (11) (Large).jpg,room,kitchen,Kitchen,0.323602,clip,1.0
1a4b67bd332d4483805df0ee0b2e4d85,Port Lockroy 24th April 2020 JNH (11) (Large).jpg,condition,object_wear,Object wear,0.24003,clip,1.0
6986f22fa1c04ab9a3d6db65fda27ace,Port Lockroy 24th April 2020 JNH (12) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
6986f22fa1c04ab9a3d6db65fda27ace,Port Lockroy 24th April 2020 JNH (12) (Large).jpg,scene_type,interior,Interior,0.253699,clip,1.0
6986f22fa1c04ab9a3d6db65fda27ace,Port Lockroy 24th April 2020 JNH (12) (Large).jpg,shot_type,medium,Medium view,0.261062,clip,1.0
6986f22fa1c04ab9a3d6db65fda27ace,Port Lockroy 24th April 2020 JNH (12) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
6986f22fa1c04ab9a3d6db65fda27ace,Port Lockroy 24th April 2020 JNH (12) (Large).jpg,room,kitchen,Kitchen,0.350182,clip,1.0
53405c54172846748fec3f6aeb6edeb4,Port Lockroy 24th April 2020 JNH (13) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
53405c54172846748fec3f6aeb6edeb4,Port Lockroy 24th April 2020 JNH (13) (Large).jpg,scene_type,interior,Interior,0.235142,clip,1.0
53405c54172846748fec3f6aeb6edeb4,Port Lockroy 24th April 2020 JNH (13) (Large).jpg,shot_type,medium,Medium view,0.24547,clip,1.0
53405c54172846748fec3f6aeb6edeb4,Port Lockroy 24th April 2020 JNH (13) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
53405c54172846748fec3f6aeb6edeb4,Port Lockroy 24th April 2020 JNH (13) (Large).jpg,room,kitchen,Kitchen,0.327426,clip,1.0
21b9b3a1b7294793a76cc65df735591c,Port Lockroy 24th April 2020 JNH (14) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
21b9b3a1b7294793a76cc65df735591c,Port Lockroy 24th April 2020 JNH (14) (Large).jpg,scene_type,interior,Interior,0.236178,clip,1.0
21b9b3a1b7294793a76cc65df735591c,Port Lockroy 24th April 2020 JNH (14) (Large).jpg,shot_type,medium,Medium view,0.231897,clip,1.0
21b9b3a1b7294793a76cc65df735591c,Port Lockroy 24th April 2020 JNH (14) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
21b9b3a1b7294793a76cc65df735591c,Port Lockroy 24th April 2020 JNH (14) (Large).jpg,room,workshop,Workshop,0.255911,clip,1.0
21b9b3a1b7294793a76cc65df735591c,Port Lockroy 24th April 2020 JNH (14) (Large).jpg,condition,weathered_timber,Weathered timber,0.241552,clip,1.0
21b9b3a1b7294793a76cc65df735591c,Port Lockroy 24th April 2020 JNH (14) (Large).jpg,condition,object_wear,Object wear,0.275759,clip,1.0
619fe62e2ed5423e95ac36afd4bb7e2e,Port Lockroy 24th April 2020 JNH (16) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
619fe62e2ed5423e95ac36afd4bb7e2e,Port Lockroy 24th April 2020 JNH (16) (Large).jpg,scene_type,interior,Interior,0.237716,clip,1.0
619fe62e2ed5423e95ac36afd4bb7e2e,Port Lockroy 24th April 2020 JNH (16) (Large).jpg,shot_type,medium,Medium view,0.234413,clip,1.0
619fe62e2ed5423e95ac36afd4bb7e2e,Port Lockroy 24th April 2020 JNH (16) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
619fe62e2ed5423e95ac36afd4bb7e2e,Port Lockroy 24th April 2020 JNH (16) (Large).jpg,room,kitchen,Kitchen,0.329481,clip,1.0
e7f65c6c252545ea8cef06064ce2fdb2,Port Lockroy 24th April 2020 JNH (17) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
e7f65c6c252545ea8cef06064ce2fdb2,Port Lockroy 24th April 2020 JNH (17) (Large).jpg,scene_type,interior,Interior,0.225135,clip,1.0
e7f65c6c252545ea8cef06064ce2fdb2,Port Lockroy 24th April 2020 JNH (17) (Large).jpg,shot_type,medium,Medium view,0.237403,clip,1.0
e7f65c6c252545ea8cef06064ce2fdb2,Port Lockroy 24th April 2020 JNH (17) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
e7f65c6c252545ea8cef06064ce2fdb2,Port Lockroy 24th April 2020 JNH (17) (Large).jpg,room,storage,Storage,0.272482,clip,1.0
09d4c922817b4b5cb00ea8831b3f36cf,Port Lockroy 24th April 2020 JNH (18) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
09d4c922817b4b5cb00ea8831b3f36cf,Port Lockroy 24th April 2020 JNH (18) (Large).jpg,scene_type,interior,Interior,0.234474,clip,1.0
09d4c922817b4b5cb00ea8831b3f36cf,Port Lockroy 24th April 2020 JNH (18) (Large).jpg,shot_type,medium,Medium view,0.243138,clip,1.0
09d4c922817b4b5cb00ea8831b3f36cf,Port Lockroy 24th April 2020 JNH (18) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
09d4c922817b4b5cb00ea8831b3f36cf,Port Lockroy 24th April 2020 JNH (18) (Large).jpg,room,kitchen,Kitchen,0.273824,clip,1.0
eea67b611f824e82bdc8e52f498a10f1,Port Lockroy 24th April 2020 JNH (19) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
eea67b611f824e82bdc8e52f498a10f1,Port Lockroy 24th April 2020 JNH (19) (Large).jpg,scene_type,interior,Interior,0.259129,clip,1.0
eea67b611f824e82bdc8e52f498a10f1,Port Lockroy 24th April 2020 JNH (19) (Large).jpg,shot_type,medium,Medium view,0.243465,clip,1.0
eea67b611f824e82bdc8e52f498a10f1,Port Lockroy 24th April 2020 JNH (19) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
eea67b611f824e82bdc8e52f498a10f1,Port Lockroy 24th April 2020 JNH (19) (Large).jpg,room,kitchen,Kitchen,0.309419,clip,1.0
62b88133cd2647e59213f3238f35b76e,Port Lockroy 24th April 2020 JNH (2) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
62b88133cd2647e59213f3238f35b76e,Port Lockroy 24th April 2020 JNH (2) (Large).jpg,scene_type,landscape,Landscape,0.248568,clip,1.0
62b88133cd2647e59213f3238f35b76e,Port Lockroy 24th April 2020 JNH (2) (Large).jpg,shot_type,wide,Wide view,0.201572,clip,1.0
62b88133cd2647e59213f3238f35b76e,Port Lockroy 24th April 2020 JNH (2) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
62b88133cd2647e59213f3238f35b76e,Port Lockroy 24th April 2020 JNH (2) (Large).jpg,nature,penguin,Penguin,0.241217,clip,1.0
62b88133cd2647e59213f3238f35b76e,Port Lockroy 24th April 2020 JNH (2) (Large).jpg,nature,dog,Dog,0.243861,clip,1.0
62b88133cd2647e59213f3238f35b76e,Port Lockroy 24th April 2020 JNH (2) (Large).jpg,nature,seal,Seal,0.259179,clip,1.0
62b88133cd2647e59213f3238f35b76e,Port Lockroy 24th April 2020 JNH (2) (Large).jpg,nature,snow,Snow,0.241861,clip,1.0
62b88133cd2647e59213f3238f35b76e,Port Lockroy 24th April 2020 JNH (2) (Large).jpg,nature,sea_ice,Sea ice,0.241068,clip,1.0
62b88133cd2647e59213f3238f35b76e,Port Lockroy 24th April 2020 JNH (2) (Large).jpg,nature,glacier,Glacier or ice cliff,0.250486,clip,1.0
24109e2aa1294d86bdcfbd71e463b00d,Port Lockroy 24th April 2020 JNH (20) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
24109e2aa1294d86bdcfbd71e463b00d,Port Lockroy 24th April 2020 JNH (20) (Large).jpg,scene_type,interior,Interior,0.244021,clip,1.0
24109e2aa1294d86bdcfbd71e463b00d,Port Lockroy 24th April 2020 JNH (20) (Large).jpg,shot_type,medium,Medium view,0.231195,clip,1.0
24109e2aa1294d86bdcfbd71e463b00d,Port Lockroy 24th April 2020 JNH (20) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
24109e2aa1294d86bdcfbd71e463b00d,Port Lockroy 24th April 2020 JNH (20) (Large).jpg,room,kitchen,Kitchen,0.298682,clip,1.0
c75b3142e8c7402ca175ae51766d9219,Port Lockroy 24th April 2020 JNH (21) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
c75b3142e8c7402ca175ae51766d9219,Port Lockroy 24th April 2020 JNH (21) (Large).jpg,scene_type,interior,Interior,0.24953,clip,1.0
c75b3142e8c7402ca175ae51766d9219,Port Lockroy 24th April 2020 JNH (21) (Large).jpg,shot_type,medium,Medium view,0.259273,clip,1.0
c75b3142e8c7402ca175ae51766d9219,Port Lockroy 24th April 2020 JNH (21) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
c75b3142e8c7402ca175ae51766d9219,Port Lockroy 24th April 2020 JNH (21) (Large).jpg,room,kitchen,Kitchen,0.287025,clip,1.0
c75b3142e8c7402ca175ae51766d9219,Port Lockroy 24th April 2020 JNH (21) (Large).jpg,condition,object_wear,Object wear,0.24811,clip,1.0
b506c7d0d59043399268f93ff1b06ba5,Port Lockroy 24th April 2020 JNH (22) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
b506c7d0d59043399268f93ff1b06ba5,Port Lockroy 24th April 2020 JNH (22) (Large).jpg,scene_type,interior,Interior,0.272085,clip,1.0
b506c7d0d59043399268f93ff1b06ba5,Port Lockroy 24th April 2020 JNH (22) (Large).jpg,shot_type,medium,Medium view,0.219403,clip,1.0
b506c7d0d59043399268f93ff1b06ba5,Port Lockroy 24th April 2020 JNH (22) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
b506c7d0d59043399268f93ff1b06ba5,Port Lockroy 24th April 2020 JNH (22) (Large).jpg,room,radio_room,Radio room,0.326744,clip,1.0
b506c7d0d59043399268f93ff1b06ba5,Port Lockroy 24th April 2020 JNH (22) (Large).jpg,condition,object_wear,Object wear,0.25347,clip,1.0
9dc363e511da4f7bbf43c20b53e77811,Port Lockroy 24th April 2020 JNH (23) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
9dc363e511da4f7bbf43c20b53e77811,Port Lockroy 24th April 2020 JNH (23) (Large).jpg,scene_type,interior,Interior,0.256164,clip,1.0
9dc363e511da4f7bbf43c20b53e77811,Port Lockroy 24th April 2020 JNH (23) (Large).jpg,shot_type,medium,Medium view,0.242781,clip,1.0
9dc363e511da4f7bbf43c20b53e77811,Port Lockroy 24th April 2020 JNH (23) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
9dc363e511da4f7bbf43c20b53e77811,Port Lockroy 24th April 2020 JNH (23) (Large).jpg,room,radio_room,Radio room,0.286745,clip,1.0
9dc363e511da4f7bbf43c20b53e77811,Port Lockroy 24th April 2020 JNH (23) (Large).jpg,condition,object_wear,Object wear,0.255043,clip,1.0
bf47e0b0fb6c4e3588ea61dc1e8803b8,Port Lockroy 24th April 2020 JNH (24) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
bf47e0b0fb6c4e3588ea61dc1e8803b8,Port Lockroy 24th April 2020 JNH (24) (Large).jpg,scene_type,interior,Interior,0.266008,clip,1.0
bf47e0b0fb6c4e3588ea61dc1e8803b8,Port Lockroy 24th April 2020 JNH (24) (Large).jpg,shot_type,medium,Medium view,0.212778,clip,1.0
bf47e0b0fb6c4e3588ea61dc1e8803b8,Port Lockroy 24th April 2020 JNH (24) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
bf47e0b0fb6c4e3588ea61dc1e8803b8,Port Lockroy 24th April 2020 JNH (24) (Large).jpg,room,bunkroom,Bunkroom,0.284857,clip,1.0
205d65e906924e6fa9c4e7fc283c6cb5,Port Lockroy 24th April 2020 JNH (25) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
205d65e906924e6fa9c4e7fc283c6cb5,Port Lockroy 24th April 2020 JNH (25) (Large).jpg,scene_type,interior,Interior,0.273689,clip,1.0
205d65e906924e6fa9c4e7fc283c6cb5,Port Lockroy 24th April 2020 JNH (25) (Large).jpg,shot_type,medium,Medium view,0.222486,clip,1.0
205d65e906924e6fa9c4e7fc283c6cb5,Port Lockroy 24th April 2020 JNH (25) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
205d65e906924e6fa9c4e7fc283c6cb5,Port Lockroy 24th April 2020 JNH (25) (Large).jpg,room,museum_display,Museum display,0.282952,clip,1.0
322fedeada3f4776a6371852946cbd55,Port Lockroy 24th April 2020 JNH (26) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
322fedeada3f4776a6371852946cbd55,Port Lockroy 24th April 2020 JNH (26) (Large).jpg,scene_type,interior,Interior,0.29987,clip,1.0
322fedeada3f4776a6371852946cbd55,Port Lockroy 24th April 2020 JNH (26) (Large).jpg,shot_type,medium,Medium view,0.218796,clip,1.0
322fedeada3f4776a6371852946cbd55,Port Lockroy 24th April 2020 JNH (26) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
322fedeada3f4776a6371852946cbd55,Port Lockroy 24th April 2020 JNH (26) (Large).jpg,room,bunkroom,Bunkroom,0.294933,clip,1.0
b757e68e5cbc499594a29f2011cb3a0b,Port Lockroy 24th April 2020 JNH (27) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
b757e68e5cbc499594a29f2011cb3a0b,Port Lockroy 24th April 2020 JNH (27) (Large).jpg,scene_type,interior,Interior,0.28537,clip,1.0
b757e68e5cbc499594a29f2011cb3a0b,Port Lockroy 24th April 2020 JNH (27) (Large).jpg,shot_type,medium,Medium view,0.247618,clip,1.0
b757e68e5cbc499594a29f2011cb3a0b,Port Lockroy 24th April 2020 JNH (27) (Large).jpg,people,partial_person,Part of a person,0.240234,clip,1.0
b757e68e5cbc499594a29f2011cb3a0b,Port Lockroy 24th April 2020 JNH (27) (Large).jpg,room,museum_display,Museum display,0.319444,clip,1.0
b757e68e5cbc499594a29f2011cb3a0b,Port Lockroy 24th April 2020 JNH (27) (Large).jpg,activity,sleeping,Sleeping,0.268608,clip,1.0
b757e68e5cbc499594a29f2011cb3a0b,Port Lockroy 24th April 2020 JNH (27) (Large).jpg,activity,reading_writing,Reading or writing,0.257041,clip,1.0
b757e68e5cbc499594a29f2011cb3a0b,Port Lockroy 24th April 2020 JNH (27) (Large).jpg,condition,structural_damage,Structural damage,0.244828,clip,1.0
b757e68e5cbc499594a29f2011cb3a0b,Port Lockroy 24th April 2020 JNH (27) (Large).jpg,condition,object_wear,Object wear,0.255048,clip,1.0
e8a4c080efc8422a8147bbf433bd554c,Port Lockroy 24th April 2020 JNH (28) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
e8a4c080efc8422a8147bbf433bd554c,Port Lockroy 24th April 2020 JNH (28) (Large).jpg,scene_type,interior,Interior,0.251334,clip,1.0
e8a4c080efc8422a8147bbf433bd554c,Port Lockroy 24th April 2020 JNH (28) (Large).jpg,shot_type,detail,Detail,0.235275,clip,1.0
e8a4c080efc8422a8147bbf433bd554c,Port Lockroy 24th April 2020 JNH (28) (Large).jpg,people,partial_person,Part of a person,0.243573,clip,1.0
e8a4c080efc8422a8147bbf433bd554c,Port Lockroy 24th April 2020 JNH (28) (Large).jpg,room,radio_room,Radio room,0.247464,clip,1.0
e8a4c080efc8422a8147bbf433bd554c,Port Lockroy 24th April 2020 JNH (28) (Large).jpg,activity,sleeping,Sleeping,0.262336,clip,1.0
e8a4c080efc8422a8147bbf433bd554c,Port Lockroy 24th April 2020 JNH (28) (Large).jpg,condition,object_wear,Object wear,0.244355,clip,1.0
2c01621f943e4ffc9cd3878872b28ef0,Port Lockroy 24th April 2020 JNH (29) (Large).jpg,site,base_a,"Base A, Port Lockroy",,directory_path,1.0
2c01621f943e4ffc9cd3878872b28ef0,Port Lockroy 24th April 2020 JNH (29) (Large).jpg,scene_type,interior,Interior,0.267289,clip,1.0
2c01621f943e4ffc9cd3878872b28ef0,Port Lockroy 24th April 2020 JNH (29) (Large).jpg,shot_type,detail,Detail,0.233526,clip,1.0
2c01621f943e4ffc9cd3878872b28ef0,Port Lockroy 24th April 2020 JNH (29) (Large).jpg,people,no_people,No people,,threshold_rule,1.0
2c01621f943e4ffc9cd3878872b28ef0,Port Lockroy 24th April 2020 JNH (29) (Large).jpg,room,museum_display,Museum display,0.254488,clip,1.0
