id,image_id,image_name,sharpness_score,exposure_score,overall_score,is_best_in_group,scored_at
673,673,Main Hut/DSC_0083.JPG,0.2028,0.8441,0.5234,False,2026-08-11 18:55:19
674,674,Main Hut/DSC_0095.JPG,0.2891,0.9339,0.6115,False,2026-08-11 18:55:19
675,675,Main Hut/DSC_0081.JPG,0.1459,0.8215,0.4837,False,2026-08-11 18:55:19
676,676,Main Hut/DSC_0056.JPG,0.2009,0.8982,0.5496,False,2026-08-11 18:55:19
677,677,Main Hut/DSC_0057.JPG,0.0974,0.7436,0.4205,False,2026-08-11 18:55:19
678,678,Main Hut/DSC_0094.JPG,0.0669,0.7227,0.3948,False,2026-08-11 18:55:19
679,679,Main Hut/DSC_0106.JPG,0.0646,0.5687,0.3166,False,2026-08-11 18:55:19
680,680,Main Hut/DSC_0112.JPG,0.165,0.9019,0.5334,False,2026-08-11 18:55:19
681,681,Main Hut/DSC_0099.JPG,0.3369,0.9822,0.6596,False,2026-08-11 18:55:19
682,682,Main Hut/DSC_0072.JPG,0.1661,0.8761,0.5211,False,2026-08-11 18:55:19
683,683,Main Hut/DSC_0066.JPG,0.0764,0.7471,0.4118,False,2026-08-11 18:55:19
684,684,Main Hut/DSC_0067.JPG,0.2648,0.8875,0.5761,False,2026-08-11 18:55:19
685,685,Main Hut/DSC_0073.JPG,0.1926,0.8869,0.5397,False,2026-08-11 18:55:19
686,686,Main Hut/DSC_0098.JPG,0.0728,0.731,0.4019,False,2026-08-11 18:55:19
687,687,Main Hut/DSC_0113.JPG,0.2156,0.7022,0.4589,False,2026-08-11 18:55:19
688,688,Main Hut/DSC_0111.JPG,0.1743,0.7382,0.4562,False,2026-08-11 18:55:19
689,689,Main Hut/DSC_0105.JPG,0.3361,0.9557,0.6459,False,2026-08-11 18:55:19
690,690,Main Hut/DSC_0065.JPG,0.347,0.953,0.65,False,2026-08-11 18:55:19
691,691,Main Hut/DSC_0071.JPG,0.2263,0.9862,0.6062,False,2026-08-11 18:55:19
692,692,Main Hut/DSC_0059.JPG,0.0959,0.7218,0.4088,False,2026-08-11 18:55:19
693,693,Main Hut/DSC_0058.JPG,0.1549,0.6851,0.42,False,2026-08-11 18:55:19
694,694,Main Hut/DSC_0070.JPG,0.1718,0.8283,0.5,False,2026-08-11 18:55:19
695,695,Main Hut/DSC_0064.JPG,0.0793,0.7889,0.4341,False,2026-08-11 18:55:19
696,696,Main Hut/DSC_0110.JPG,0.1864,0.9573,0.5718,False,2026-08-11 18:55:19
697,697,Main Hut/DSC_0114.JPG,0.1903,0.8716,0.531,False,2026-08-11 18:55:19
698,698,Main Hut/DSC_0100.JPG,0.0696,0.7253,0.3974,False,2026-08-11 18:55:19
699,699,Main Hut/DSC_0074.JPG,0.185,0.8818,0.5334,False,2026-08-11 18:55:19
700,700,Main Hut/DSC_0061.JPG,0.2993,0.3041,0.3017,False,2026-08-11 18:55:19
701,701,Main Hut/DSC_0115.JPG,0.0969,0.7387,0.4178,False,2026-08-11 18:55:19
702,702,Main Hut/DSC_0103.JPG,0.0697,0.6528,0.3612,False,2026-08-11 18:55:19
703,703,Main Hut/DSC_0088.JPG,0.0844,0.7116,0.398,False,2026-08-11 18:55:19
704,704,Main Hut/DSC_0063.JPG,0.2167,0.7865,0.5016,False,2026-08-11 18:55:19
705,705,Main Hut/DSC_0062.JPG,0.0989,0.7115,0.4052,False,2026-08-11 18:55:19
706,706,Main Hut/DSC_0089.JPG,0.289,0.903,0.596,False,2026-08-11 18:55:19
707,707,Main Hut/DSC_0102.JPG,0.401,0.9509,0.676,False,2026-08-11 18:55:19
708,708,SfM_W_external/S7R08506.JPG,1,0.8869,0.9434,False,2026-08-11 18:55:19
709,709,SfM_W_external/S7R08512.JPG,1,0.9549,0.9774,False,2026-08-11 18:55:19
710,710,SfM_W_external/S7R08472.JPG,1,0.9908,0.9954,False,2026-08-11 18:55:19
711,711,SfM_W_external/S7R08466.JPG,1,0.9859,0.993,False,2026-08-11 18:55:19
712,712,SfM_W_external/S7R08499.JPG,1,0.9542,0.9771,False,2026-08-11 18:55:19
713,713,SfM_W_external/S7R08498.JPG,1,0.9608,0.9804,False,2026-08-11 18:55:19
714,714,SfM_W_external/S7R08467.JPG,1,0.8501,0.925,False,2026-08-11 18:55:19
715,715,SfM_W_external/S7R08473.JPG,1,0.9919,0.996,False,2026-08-11 18:55:19
716,716,SfM_W_external/S7R08513.JPG,1,0.9673,0.9836,False,2026-08-11 18:55:19
717,717,SfM_W_external/S7R08507.JPG,0.8868,0.9536,0.9202,False,2026-08-11 18:55:19
718,718,SfM_W_external/S7R08539.JPG,1,0.9746,0.9873,False,2026-08-11 18:55:19
719,719,SfM_W_external/S7R08511.JPG,1,0.9493,0.9746,False,2026-08-11 18:55:19
720,720,SfM_W_external/S7R08505.JPG,1,0.9249,0.9624,False,2026-08-11 18:55:19
721,721,SfM_W_external/S7R08459.JPG,1,0.9778,0.9889,False,2026-08-11 18:55:19
722,722,SfM_W_external/S7R08465.JPG,1,0.942,0.971,False,2026-08-11 18:55:19
723,723,SfM_W_external/S7R08471.JPG,1,0.9632,0.9816,False,2026-08-11 18:55:19
724,724,SfM_W_external/S7R08470.JPG,1,0.9803,0.9902,False,2026-08-11 18:55:19
725,725,SfM_W_external/S7R08464.JPG,1,0.9785,0.9892,False,2026-08-11 18:55:19
726,726,SfM_W_external/S7R08458.JPG,1,0.9736,0.9868,False,2026-08-11 18:55:19
727,727,SfM_W_external/S7R08504.JPG,1,0.9034,0.9517,False,2026-08-11 18:55:19
728,728,SfM_W_external/S7R08510.JPG,1,0.9456,0.9728,False,2026-08-11 18:55:19
729,729,SfM_W_external/S7R08538.JPG,1,0.9402,0.9701,False,2026-08-11 18:55:19
730,730,SfM_W_external/S7R08514.JPG,1,0.9098,0.9549,False,2026-08-11 18:55:19
731,731,SfM_W_external/S7R08500.JPG,1,0.9642,0.9821,False,2026-08-11 18:55:19
732,732,SfM_W_external/S7R08528.JPG,1,0.9728,0.9864,False,2026-08-11 18:55:19
733,733,SfM_W_external/S7R08460.JPG,1,0.9884,0.9942,False,2026-08-11 18:55:19
734,734,SfM_W_external/S7R08474.JPG,1,0.8924,0.9462,False,2026-08-11 18:55:19
735,735,SfM_W_external/S7R08448.JPG,1,0.9445,0.9722,False,2026-08-11 18:55:19
736,736,SfM_W_external/S7R08449.JPG,1,0.9425,0.9712,False,2026-08-11 18:55:19
737,737,SfM_W_external/S7R08475.JPG,1,0.983,0.9915,False,2026-08-11 18:55:19
738,738,SfM_W_external/S7R08461.JPG,1,0.9858,0.9929,False,2026-08-11 18:55:19
739,739,SfM_W_external/S7R08529.JPG,1,0.9147,0.9574,False,2026-08-11 18:55:19
740,740,SfM_W_external/S7R08501.JPG,1,0.9642,0.9821,False,2026-08-11 18:55:19
741,741,SfM_W_external/S7R08515.JPG,1,0.9331,0.9666,False,2026-08-11 18:55:19
742,742,SfM_W_external/S7R08503.JPG,1,0.812,0.906,False,2026-08-11 18:55:19
743,743,SfM_W_external/S7R08517.JPG,1,0.9741,0.987,False,2026-08-11 18:55:19
744,744,SfM_W_external/S7R08477.JPG,1,0.7757,0.8878,False,2026-08-11 18:55:19
745,745,SfM_W_external/S7R08463.JPG,1,0.9705,0.9852,False,2026-08-11 18:55:19
746,746,SfM_W_external/S7R08488.JPG,1,0.9869,0.9934,False,2026-08-11 18:55:19
747,747,SfM_W_external/S7R08489.JPG,0.5651,0.9604,0.7628,False,2026-08-11 18:55:19
748,748,SfM_W_external/S7R08462.JPG,1,0.9017,0.9508,False,2026-08-11 18:55:19
749,749,SfM_W_external/S7R08476.JPG,1,0.838,0.919,False,2026-08-11 18:55:19
750,750,SfM_W_external/S7R08516.JPG,1,0.9037,0.9518,False,2026-08-11 18:55:19
751,751,SfM_W_external/S7R08502.JPG,1,0.8411,0.9206,False,2026-08-11 18:55:19
752,752,SfM_W_external/S7R08559.JPG,1,0.5488,0.7744,False,2026-08-11 18:55:19
753,753,SfM_W_external/S7R08565.JPG,1,0.9489,0.9744,False,2026-08-11 18:55:19
754,754,SfM_W_external/S7R08571.JPG,1,0.9896,0.9948,False,2026-08-11 18:55:19
755,755,SfM_W_external/S7R08570.JPG,1,0.9649,0.9824,False,2026-08-11 18:55:19
756,756,SfM_W_external/S7R08564.JPG,1,0.9111,0.9556,False,2026-08-11 18:55:19
757,757,SfM_W_external/S7R08558.JPG,1,0.9532,0.9766,False,2026-08-11 18:55:19
758,758,SfM_W_external/S7R08572.JPG,1,0.9288,0.9644,False,2026-08-11 18:55:19
759,759,SfM_W_external/S7R08566.JPG,1,0.9517,0.9758,False,2026-08-11 18:55:19
760,760,SfM_W_external/S7R08567.JPG,1,0.955,0.9775,False,2026-08-11 18:55:19
761,761,SfM_W_external/S7R08573.JPG,1,0.9492,0.9746,False,2026-08-11 18:55:19
762,762,SfM_W_external/S7R08577.JPG,1,0.9482,0.9741,False,2026-08-11 18:55:19
763,763,SfM_W_external/S7R08563.JPG,1,0.9448,0.9724,False,2026-08-11 18:55:19
764,764,SfM_W_external/S7R08562.JPG,1,0.9108,0.9554,False,2026-08-11 18:55:19
765,765,SfM_W_external/S7R08576.JPG,1,0.8546,0.9273,False,2026-08-11 18:55:19
766,766,SfM_W_external/S7R08560.JPG,1,0.8256,0.9128,False,2026-08-11 18:55:19
767,767,SfM_W_external/S7R08574.JPG,1,0.9628,0.9814,False,2026-08-11 18:55:19
768,768,SfM_W_external/S7R08548.JPG,1,0.9547,0.9774,False,2026-08-11 18:55:19
769,769,SfM_W_external/S7R08549.JPG,1,0.9629,0.9814,False,2026-08-11 18:55:19
770,770,SfM_W_external/S7R08575.JPG,1,0.9756,0.9878,False,2026-08-11 18:55:19
771,771,SfM_W_external/S7R08561.JPG,1,0.9263,0.9632,False,2026-08-11 18:55:19
772,772,SfM_W_external/S7R08578.JPG,1,0.959,0.9795,False,2026-08-11 18:55:19
773,773,SfM_W_external/S7R08544.JPG,1,0.9399,0.97,False,2026-08-11 18:55:19
774,774,SfM_W_external/S7R08550.JPG,1,0.7771,0.8886,False,2026-08-11 18:55:19
775,775,SfM_W_external/S7R08551.JPG,0.362,0.984,0.673,False,2026-08-11 18:55:19
776,776,SfM_W_external/S7R08545.JPG,1,0.9262,0.9631,False,2026-08-11 18:55:19
777,777,SfM_W_external/S7R08579.JPG,1,0.9634,0.9817,False,2026-08-11 18:55:19
778,778,SfM_W_external/S7R08553.JPG,1,0.9594,0.9797,False,2026-08-11 18:55:19
779,779,SfM_W_external/S7R08547.JPG,0.6783,0.9237,0.801,False,2026-08-11 18:55:19
780,780,SfM_W_external/S7R08546.JPG,1,0.9002,0.9501,False,2026-08-11 18:55:19
781,781,SfM_W_external/S7R08552.JPG,1,0.9118,0.9559,False,2026-08-11 18:55:19
782,782,SfM_W_external/S7R08556.JPG,1,0.9957,0.9978,False,2026-08-11 18:55:19
783,783,SfM_W_external/S7R08542.JPG,1,0.9545,0.9772,False,2026-08-11 18:55:19
784,784,SfM_W_external/S7R08581.JPG,1,0.9332,0.9666,False,2026-08-11 18:55:19
785,785,SfM_W_external/S7R08580.JPG,1,0.6424,0.8212,False,2026-08-11 18:55:19
786,786,SfM_W_external/S7R08543.JPG,0.8445,0.8761,0.8603,False,2026-08-11 18:55:19
787,787,SfM_W_external/S7R08557.JPG,0.9183,0.815,0.8666,False,2026-08-11 18:55:19
788,788,SfM_W_external/S7R08541.JPG,1,0.5849,0.7924,False,2026-08-11 18:55:19
789,789,SfM_W_external/S7R08555.JPG,1,0.9713,0.9856,False,2026-08-11 18:55:19
790,790,SfM_W_external/S7R08569.JPG,1,0.9859,0.993,False,2026-08-11 18:55:19
791,791,SfM_W_external/S7R08582.JPG,1,0.8305,0.9152,False,2026-08-11 18:55:19
792,792,SfM_W_external/S7R08568.JPG,1,0.985,0.9925,False,2026-08-11 18:55:19
793,793,SfM_W_external/S7R08554.JPG,1,0.9224,0.9612,False,2026-08-11 18:55:19
794,794,SfM_W_external/S7R08540.JPG,1,0.876,0.938,False,2026-08-11 18:55:19
795,795,SfM_W_external/S7R08527.JPG,1,0.9658,0.9829,False,2026-08-11 18:55:19
796,796,SfM_W_external/S7R08533.JPG,1,0.9071,0.9536,False,2026-08-11 18:55:19
797,797,SfM_W_external/S7R08453.JPG,1,0.9216,0.9608,False,2026-08-11 18:55:19
798,798,SfM_W_external/S7R08447.JPG,1,0.9635,0.9818,False,2026-08-11 18:55:19
799,799,SfM_W_external/S7R08490.JPG,0.9608,0.933,0.9469,False,2026-08-11 18:55:19
800,800,SfM_W_external/S7R08484.JPG,1,0.8586,0.9293,False,2026-08-11 18:55:19
801,801,SfM_W_external/S7R08485.JPG,1,0.8276,0.9138,False,2026-08-11 18:55:19
802,802,SfM_W_external/S7R08491.JPG,1,0.881,0.9405,False,2026-08-11 18:55:19
803,803,SfM_W_external/S7R08446.JPG,1,0.9512,0.9756,False,2026-08-11 18:55:19
804,804,SfM_W_external/S7R08452.JPG,1,0.9687,0.9844,False,2026-08-11 18:55:19
805,805,SfM_W_external/S7R08532.JPG,0.8044,0.9469,0.8756,False,2026-08-11 18:55:19
806,806,SfM_W_external/S7R08526.JPG,1,0.9505,0.9752,False,2026-08-11 18:55:19
807,807,SfM_W_external/S7R08518.JPG,1,0.9448,0.9724,False,2026-08-11 18:55:19
808,808,SfM_W_external/S7R08530.JPG,1,0.9869,0.9934,False,2026-08-11 18:55:19
809,809,SfM_W_external/S7R08524.JPG,1,0.9124,0.9562,False,2026-08-11 18:55:19
810,810,SfM_W_external/S7R08478.JPG,1,0.9602,0.9801,False,2026-08-11 18:55:19
811,811,SfM_W_external/S7R08444.JPG,0.6233,0.9235,0.7734,False,2026-08-11 18:55:19
812,812,SfM_W_external/S7R08450.JPG,1,0.9317,0.9658,False,2026-08-11 18:55:19
813,813,SfM_W_external/S7R08487.JPG,1,0.98,0.99,False,2026-08-11 18:55:19
814,814,SfM_W_external/S7R08493.JPG,1,0.9076,0.9538,False,2026-08-11 18:55:19
815,815,SfM_W_external/S7R08492.JPG,1,0.9676,0.9838,False,2026-08-11 18:55:19
816,816,SfM_W_external/S7R08486.JPG,1,0.8978,0.9489,False,2026-08-11 18:55:19
817,817,SfM_W_external/S7R08451.JPG,1,0.9596,0.9798,False,2026-08-11 18:55:19
818,818,SfM_W_external/S7R08445.JPG,0.6154,0.9506,0.783,False,2026-08-11 18:55:19
819,819,SfM_W_external/S7R08479.JPG,1,0.9761,0.988,False,2026-08-11 18:55:19
820,820,SfM_W_external/S7R08525.JPG,1,0.934,0.967,False,2026-08-11 18:55:19
821,821,SfM_W_external/S7R08531.JPG,1,0.9579,0.979,False,2026-08-11 18:55:19
822,822,SfM_W_external/S7R08519.JPG,1,0.9455,0.9728,False,2026-08-11 18:55:19
823,823,SfM_W_external/S7R08535.JPG,1,0.9309,0.9654,False,2026-08-11 18:55:19
824,824,SfM_W_external/S7R08521.JPG,1,0.9809,0.9904,False,2026-08-11 18:55:19
825,825,SfM_W_external/S7R08509.JPG,1,0.9782,0.9891,False,2026-08-11 18:55:19
826,826,SfM_W_external/S7R08441.JPG,0.7012,0.896,0.7986,False,2026-08-11 18:55:19
827,827,SfM_W_external/S7R08455.JPG,1,0.9167,0.9584,False,2026-08-11 18:55:19
828,828,SfM_W_external/S7R08469.JPG,1,0.9906,0.9953,False,2026-08-11 18:55:19
829,829,SfM_W_external/S7R08482.JPG,1,0.9268,0.9634,False,2026-08-11 18:55:19
830,830,SfM_W_external/S7R08496.JPG,1,0.912,0.956,False,2026-08-11 18:55:19
831,831,SfM_W_external/S7R08497.JPG,1,0.9433,0.9716,False,2026-08-11 18:55:19
832,832,SfM_W_external/S7R08483.JPG,1,0.9406,0.9703,False,2026-08-11 18:55:19
833,833,SfM_W_external/S7R08468.JPG,1,0.9749,0.9874,False,2026-08-11 18:55:19
834,834,SfM_W_external/S7R08454.JPG,1,0.9715,0.9858,False,2026-08-11 18:55:19
835,835,SfM_W_external/S7R08440.JPG,0.9601,0.8886,0.9244,False,2026-08-11 18:55:19
836,836,SfM_W_external/S7R08508.JPG,0.8822,0.9457,0.914,False,2026-08-11 18:55:19
837,837,SfM_W_external/S7R08520.JPG,1,0.769,0.8845,False,2026-08-11 18:55:19
838,838,SfM_W_external/S7R08534.JPG,1,0.8926,0.9463,False,2026-08-11 18:55:19
839,839,SfM_W_external/S7R08522.JPG,1,0.9062,0.9531,False,2026-08-11 18:55:19
840,840,SfM_W_external/S7R08536.JPG,1,0.9783,0.9892,False,2026-08-11 18:55:19
841,841,SfM_W_external/S7R08456.JPG,1,0.8844,0.9422,False,2026-08-11 18:55:19
842,842,SfM_W_external/S7R08442.JPG,0.4316,0.9765,0.7041,False,2026-08-11 18:55:19
843,843,SfM_W_external/S7R08495.JPG,1,0.9224,0.9612,False,2026-08-11 18:55:19
844,844,SfM_W_external/S7R08481.JPG,1,0.9734,0.9867,False,2026-08-11 18:55:19
845,845,SfM_W_external/S7R08480.JPG,1,0.9402,0.9701,False,2026-08-11 18:55:19
846,846,SfM_W_external/S7R08494.JPG,1,0.96,0.98,False,2026-08-11 18:55:19
847,847,SfM_W_external/S7R08443.JPG,0.5701,0.9473,0.7587,False,2026-08-11 18:55:19
848,848,SfM_W_external/S7R08457.JPG,1,0.9074,0.9537,False,2026-08-11 18:55:19
849,849,SfM_W_external/S7R08537.JPG,1,0.9639,0.982,False,2026-08-11 18:55:19
850,850,SfM_W_external/S7R08523.JPG,1,0.9754,0.9877,False,2026-08-11 18:55:19
851,851,Various_A/a Ylva P1000662.jpg,0.1158,0.8205,0.4682,False,2026-08-11 18:55:19
852,852,Various_A/DSC_00691.jpg,0.3712,0.9286,0.6499,False,2026-08-11 18:55:19
853,853,Various_A/Ad Chart scan 3.jpg,1,0.0425,0.5212,False,2026-08-11 18:55:19
854,854,"Various_A/Bransfield House, Kristine Hannon (1).jpg",0.3653,0.9483,0.6568,False,2026-08-11 18:55:19
855,855,Various_A/20121121-DSC_0811 FK.jpg,0.2464,0.9138,0.5801,False,2026-08-11 18:55:19
856,856,Various_A/a Ylva P10006621.jpg,0.1158,0.8205,0.4682,False,2026-08-11 18:55:19
857,857,Various_A/Bransfield House 2011 Ylva Grams P1000662.jpg,0.1158,0.8205,0.4682,False,2026-08-11 18:55:19
858,858,Various_A/DSC_0255.JPG.jpg,0.0483,0.9509,0.4996,False,2026-08-11 18:55:19
859,859,"Various_A/© UK Antarctic Heritage Trust, 2011, Photo by Rick Price, 2 copy.jpg",0.1006,0.8984,0.4995,False,2026-08-11 18:55:19
860,860,Various_A/a Cat IMG_5781 50_.jpg,0.2183,0.712,0.4651,False,2026-08-11 18:55:19
861,861,Various_A/A true Antarctic scene. Kristine Hannon.jpg,0.0387,0.7811,0.4099,False,2026-08-11 18:55:19
862,862,Various_A/a Cat IMG_5781 50_1.jpg,0.2183,0.712,0.4651,False,2026-08-11 18:55:19
863,863,Various_A/CAT TOTTY - Rachel P1040162.jpg,0.731,0.8825,0.8068,False,2026-08-11 18:55:19
864,864,Various_A/DSC_0108 TJOM.JPG,0.0409,0.9063,0.4736,False,2026-08-11 18:55:19
865,865,Various_A/DSC_0146 (2).JPG,0.1113,0.7239,0.4176,False,2026-08-11 18:55:19
866,866,Various_A/DSC_0232.JPG,0.0922,0.8934,0.4928,False,2026-08-11 18:55:19
867,867,Various_A/a Calire IMG_1633.JPG,0.217,0.9828,0.5999,False,2026-08-11 18:55:19
868,868,Various_A/DSC_0227.JPG,0.0986,0.8881,0.4934,False,2026-08-11 18:55:19
869,869,Various_A/DSC_0233.JPG,0.0423,0.9609,0.5016,False,2026-08-11 18:55:19
870,870,Various_A/DSC_0282 TJOM.JPG,0.0659,0.8842,0.475,False,2026-08-11 18:55:19
871,871,Various_A/DSC_0582.JPG,0.0747,0.937,0.5058,False,2026-08-11 18:55:19
872,872,Various_A/DSC_0025.JPG,0.0224,0.771,0.3967,False,2026-08-11 18:55:19
873,873,Various_A/BaseASign.JPG,0.1695,0.841,0.5052,False,2026-08-11 18:55:19
874,874,Various_A/a Michael DSC_11541.JPG,0.3201,0.9093,0.6147,False,2026-08-11 18:55:19
875,875,Various_A/1 (39).JPG,0.0281,0.5076,0.2679,False,2026-08-11 18:55:19
876,876,Various_A/1 (19).JPG,0.1213,0.9587,0.54,False,2026-08-11 18:55:19
877,877,Various_A/DSC_0033.JPG,0.2048,0.8899,0.5474,False,2026-08-11 18:55:19
878,878,Various_A/DSC_0231.JPG,0.0648,0.8184,0.4416,False,2026-08-11 18:55:19
879,879,Various_A/DSC_0219.JPG,0.0961,0.87,0.483,False,2026-08-11 18:55:19
880,880,Various_A/a Cat IMG_7551.JPG,0.7825,0.994,0.8882,False,2026-08-11 18:55:19
881,881,Various_A/DSC_0230.JPG,0.0889,0.8676,0.4782,False,2026-08-11 18:55:19
882,882,Various_A/a Cat IMG_5756.JPG,0.4111,0.9027,0.6569,False,2026-08-11 18:55:19
883,883,Various_A/DSC_0146.JPG,0.0364,0.9503,0.4934,False,2026-08-11 18:55:19
884,884,Various_A/Claire IMG_1633.JPG,0.217,0.9828,0.5999,False,2026-08-11 18:55:19
885,885,Various_A/DSC_0195.JPG,0.027,0.8386,0.4328,False,2026-08-11 18:55:19
886,886,Various_A/DSC_0181.JPG,0.0654,0.9836,0.5245,False,2026-08-11 18:55:19
887,887,Various_A/DSC_0142.JPG,0.0237,0.7774,0.4005,False,2026-08-11 18:55:19
888,888,Various_A/DSC_0591.JPG,0.0297,0.9449,0.4873,False,2026-08-11 18:55:19
889,889,Various_A/DSC_0234.JPG,0.0914,0.9081,0.4998,False,2026-08-11 18:55:19
890,890,Various_A/DSC_0235.JPG,0.0776,0.988,0.5328,False,2026-08-11 18:55:19
891,891,Various_A/DSC_0221.JPG,0.0463,0.898,0.4722,False,2026-08-11 18:55:19
892,892,Various_A/DSC_0037.JPG,0.3197,0.8871,0.6034,False,2026-08-11 18:55:19
893,893,Various_A/DSC_0180.JPG,0.0214,0.8754,0.4484,False,2026-08-11 18:55:19
894,894,Various_A/BRANSFIELD HOUSE Ylva P10107931.JPG,0.0896,0.9086,0.4991,False,2026-08-11 18:55:19
895,895,Various_A/DSC_01951.JPG,0.027,0.8386,0.4328,False,2026-08-11 18:55:19
896,896,Various_A/DSC_0237.JPG,0.0721,0.772,0.422,False,2026-08-11 18:55:19
897,897,Various_A/DSC_0222.JPG,0.1158,0.9799,0.5478,False,2026-08-11 18:55:19
898,898,Various_A/DSC_0236.JPG,0.0875,0.7588,0.4232,False,2026-08-11 18:55:19
899,899,Various_A/DSC_0154.JPG,0.0588,0.8829,0.4708,False,2026-08-11 18:55:19
900,900,Various_A/DSC_0641.JPG,0.2216,0.9088,0.5652,False,2026-08-11 18:55:19
901,901,Various_A/DSC_0735.JPG,0.0284,0.9212,0.4748,False,2026-08-11 18:55:19
902,902,Various_A/CAT TOTTY P1000953 Ylva.JPG,0.0609,0.8496,0.4552,False,2026-08-11 18:55:19
903,903,Various_A/DSC_0047.JPG,0.0661,0.9073,0.4867,False,2026-08-11 18:55:19
904,904,Various_A/DSC_0046.JPG,0.0431,0.9244,0.4838,False,2026-08-11 18:55:19
905,905,Various_A/a Cat IMG_9332.JPG,0.0681,0.9606,0.5144,False,2026-08-11 18:55:19
906,906,Various_A/DSC_0066 TJOM.JPG,0.0595,0.9265,0.493,False,2026-08-11 18:55:19
907,907,Various_A/DSC_02391.JPG,0.1806,0.8621,0.5214,False,2026-08-11 18:55:19
908,908,Various_A/DSC_0089 TJOM.JPG,0.0518,0.8202,0.436,False,2026-08-11 18:55:19
909,909,Various_A/DSC_0247.JPG,0.0394,0.8534,0.4464,False,2026-08-11 18:55:19
910,910,Various_A/DSC_0086.JPG,0.052,0.9987,0.5254,False,2026-08-11 18:55:19
911,911,Various_A/IMG_1633.JPG,0.217,0.9828,0.5999,False,2026-08-11 18:55:19
912,912,Various_A/DSC_0069.JPG,0.0559,0.9277,0.4918,False,2026-08-11 18:55:19
913,913,Various_A/DSC_0294.JPG,0.07,0.8999,0.485,False,2026-08-11 18:55:19
914,914,Various_A/DSC_0242.JPG,0.1411,0.8791,0.5101,False,2026-08-11 18:55:19
915,915,Various_A/a Claire DSC07803.JPG,0.204,0.9355,0.5698,False,2026-08-11 18:55:19
916,916,Various_A/DSC_0281.JPG,0.044,0.8433,0.4436,False,2026-08-11 18:55:19
917,917,Various_A/DSC_0070 TJOM.JPG,0.0529,0.873,0.463,False,2026-08-11 18:55:19
918,918,Various_A/DSC_0071 TJOM.JPG,0.0386,0.8599,0.4492,False,2026-08-11 18:55:19
919,919,Various_A/DSC_0040.JPG,0.0482,0.9765,0.5124,False,2026-08-11 18:55:19
920,920,Various_A/DSC_02381.JPG,0.1002,0.9719,0.536,False,2026-08-11 18:55:19
921,921,Various_A/DSC_0083.JPG,0.0915,0.881,0.4862,False,2026-08-11 18:55:19
922,922,Various_A/DSC_0120.JPG,0.2105,0.9341,0.5723,False,2026-08-11 18:55:19
923,923,Various_A/1 (12).JPG,0.1009,0.6443,0.3726,False,2026-08-11 18:55:19
924,924,Various_A/BRANSFIELD HOUSE Ylva P1010793.JPG,0.0896,0.9086,0.4991,False,2026-08-11 18:55:19
925,925,Various_A/a Cat IMG_7551-Optimized.JPG,1,0.9947,0.9974,False,2026-08-11 18:55:19
926,926,Various_A/DSC_0081.JPG,0.0194,0.8868,0.4531,False,2026-08-11 18:55:19
927,927,Various_A/a Claire IMG_6407.JPG,0.1433,0.9485,0.5459,False,2026-08-11 18:55:19
928,928,Various_A/DSC_0240.JPG,0.1741,0.8216,0.4978,False,2026-08-11 18:55:19
929,929,Various_A/DSC_0057.JPG,0.0273,0.9644,0.4958,False,2026-08-11 18:55:19
930,930,Various_A/DSC_00611.JPG,0.093,0.8257,0.4594,False,2026-08-11 18:55:19
931,931,Various_A/DSC_0112.JPG,0.0565,0.9954,0.526,False,2026-08-11 18:55:19
932,932,Various_A/DSC_0728.JPG,0.0618,0.9603,0.511,False,2026-08-11 18:55:19
933,933,Various_A/DSC_0068 - TJOM.JPG,0.0777,0.9509,0.5143,False,2026-08-11 18:55:19
934,934,Various_A/DSC_0069 TJOM.JPG,0.0466,0.9129,0.4798,False,2026-08-11 18:55:19
935,935,Various_A/a Michael DSC_1736.JPG,0.0944,0.9152,0.5048,False,2026-08-11 18:55:19
936,936,Various_A/DSC_0463.JPG,0.047,0.9046,0.4758,False,2026-08-11 18:55:19
937,937,Various_A/a Claire IMG_1985.JPG,0.0639,0.9739,0.5189,False,2026-08-11 18:55:19
938,938,Various_A/DSC_02011.JPG,0.0774,0.86,0.4687,False,2026-08-11 18:55:19
939,939,Various_A/Cat IMG_0846.JPG,0.324,0.8063,0.5652,False,2026-08-11 18:55:19
940,940,Various_A/a Cat IMG_8594.JPG,0.0679,0.8462,0.457,False,2026-08-11 18:55:19
941,941,Various_A/DSC_0058.JPG,0.3427,0.7632,0.553,False,2026-08-11 18:55:19
942,942,Various_A/DSC_0104.JPG,0.062,0.9596,0.5108,False,2026-08-11 18:55:19
943,943,Various_A/a Claire IMG_3388.JPG,0.1712,0.8916,0.5314,False,2026-08-11 18:55:19
944,944,Various_A/1 (10).JPG,0.0611,0.9884,0.5247,False,2026-08-11 18:55:19
945,945,Various_A/DSC_0101 TJOM.JPG,0.0844,0.7385,0.4114,False,2026-08-11 18:55:19
946,946,Various_A/1 (47).JPG,0.0813,0.8886,0.485,False,2026-08-11 18:55:19
947,947,Various_A/DSC_02161.JPG,0.0686,0.8034,0.436,False,2026-08-11 18:55:19
948,948,Various_A/DSC_0539.JPG,0.0364,0.9697,0.503,False,2026-08-11 18:55:19
949,949,Various_A/DSC_0061.JPG,0.093,0.8257,0.4594,False,2026-08-11 18:55:19
