id,image_id,image_name,sharpness_score,exposure_score,overall_score,is_best_in_group,scored_at
223,223,Artefacts_A_Var_Copyrright_L_Ling/A1c216b.jpg,0.0986,0.913,0.5058,False,2026-08-11 18:55:19
224,224,Artefacts_A_Var_Copyrright_L_Ling/A1c260d.jpg,0.1172,0.9098,0.5135,False,2026-08-11 18:55:19
225,225,Artefacts_A_Var_Copyrright_L_Ling/A1c250_12a.jpg,0.2023,0.9951,0.5987,False,2026-08-11 18:55:19
226,226,Artefacts_A_Var_Copyrright_L_Ling/A1c169.jpg,0.0747,0.8999,0.4873,False,2026-08-11 18:55:19
227,227,Artefacts_A_Var_Copyrright_L_Ling/A1c182.jpg,0.2035,0.971,0.5872,False,2026-08-11 18:55:19
228,228,Artefacts_A_Var_Copyrright_L_Ling/A1c196.jpg,0.2797,0.9826,0.6312,False,2026-08-11 18:55:19
229,229,Artefacts_A_Var_Copyrright_L_Ling/A1c257_1a.jpg,0.0402,0.947,0.4936,False,2026-08-11 18:55:19
230,230,Artefacts_A_Var_Copyrright_L_Ling/A1c19a.jpg,0.9991,0.9389,0.969,False,2026-08-11 18:55:19
231,231,Artefacts_A_Var_Copyrright_L_Ling/A1c251_13a.jpg,0.2327,0.8569,0.5448,False,2026-08-11 18:55:19
232,232,Artefacts_A_Var_Copyrright_L_Ling/A1c236a.jpg,0.0425,0.8641,0.4533,False,2026-08-11 18:55:19
233,233,Artefacts_A_Var_Copyrright_L_Ling/A1c168.jpg,0.0787,0.8798,0.4792,False,2026-08-11 18:55:19
234,234,Artefacts_A_Var_Copyrright_L_Ling/A1f20&5.jpg,0.0315,0.9377,0.4846,False,2026-08-11 18:55:19
235,235,Artefacts_A_Var_Copyrright_L_Ling/A1e25a.jpg,0.1435,0.8818,0.5127,False,2026-08-11 18:55:19
236,236,Artefacts_A_Var_Copyrright_L_Ling/A1f21.jpg,0.0299,0.9841,0.507,False,2026-08-11 18:55:19
237,237,Artefacts_A_Var_Copyrright_L_Ling/A1c261a.jpg,0.1011,0.8314,0.4662,False,2026-08-11 18:55:19
238,238,Artefacts_A_Var_Copyrright_L_Ling/A1c215_2a.jpg,0.1857,0.9195,0.5526,False,2026-08-11 18:55:19
239,239,Artefacts_A_Var_Copyrright_L_Ling/A1b71s.jpg,0.2244,0.8117,0.518,False,2026-08-11 18:55:19
240,240,Artefacts_A_Var_Copyrright_L_Ling/A1c4c.jpg,0.0692,0.9656,0.5174,False,2026-08-11 18:55:19
241,241,Artefacts_A_Var_Copyrright_L_Ling/A1b19.jpg,0.4531,0.3412,0.3972,False,2026-08-11 18:55:19
242,242,Artefacts_A_Var_Copyrright_L_Ling/A1c222.jpg,0.0506,0.9935,0.522,False,2026-08-11 18:55:19
243,243,Artefacts_A_Var_Copyrright_L_Ling/A1e57.jpg,0.09,0.8614,0.4757,False,2026-08-11 18:55:19
244,244,Artefacts_A_Var_Copyrright_L_Ling/A1c251_2.jpg,0.1673,0.8906,0.529,False,2026-08-11 18:55:19
245,245,Artefacts_A_Var_Copyrright_L_Ling/A1c113_1c.jpg,0.052,0.9155,0.4838,False,2026-08-11 18:55:19
246,246,Artefacts_A_Var_Copyrright_L_Ling/(3).jpg,0.0327,0.9548,0.4938,False,2026-08-11 18:55:19
247,247,Artefacts_A_Var_Copyrright_L_Ling/A1e3.jpg,0.1798,0.9382,0.559,False,2026-08-11 18:55:19
248,248,Artefacts_A_Var_Copyrright_L_Ling/A1d7.jpg,0.0176,0.8112,0.4144,False,2026-08-11 18:55:19
249,249,Artefacts_A_Var_Copyrright_L_Ling/A1e1.jpg,0.0988,0.6297,0.3642,False,2026-08-11 18:55:19
250,250,Artefacts_A_Var_Copyrright_L_Ling/A1b31b.jpg,0.304,0.7143,0.5092,False,2026-08-11 18:55:19
251,251,Artefacts_A_Var_Copyrright_L_Ling/A1c113_1a.jpg,0.0808,0.8638,0.4723,False,2026-08-11 18:55:19
252,252,Artefacts_A_Var_Copyrright_L_Ling/A1c220c.jpg,0.2654,0.94,0.6027,False,2026-08-11 18:55:19
253,253,Artefacts_A_Var_Copyrright_L_Ling/A1c78a.jpg,0.1664,0.8877,0.527,False,2026-08-11 18:55:19
254,254,Artefacts_A_Var_Copyrright_L_Ling/A1c2&85etc.jpg,0.2075,0.9431,0.5753,False,2026-08-11 18:55:19
255,255,Artefacts_A_Var_Copyrright_L_Ling/A1c208.jpg,0.1052,0.9775,0.5414,False,2026-08-11 18:55:19
256,256,Artefacts_A_Var_Copyrright_L_Ling/A1d21.jpg,0.1151,0.9584,0.5368,False,2026-08-11 18:55:19
257,257,Artefacts_A_Var_Copyrright_L_Ling/A1b71q.jpg,0.0983,0.7059,0.4021,False,2026-08-11 18:55:19
258,258,Artefacts_A_Var_Copyrright_L_Ling/A1c4a.jpg,0.1537,0.9279,0.5408,False,2026-08-11 18:55:19
259,259,Artefacts_A_Var_Copyrright_L_Ling/A1c215_2c.jpg,0.1025,0.9296,0.516,False,2026-08-11 18:55:19
260,260,Artefacts_A_Var_Copyrright_L_Ling/A1c90.jpg,0.0308,0.8759,0.4534,False,2026-08-11 18:55:19
261,261,Artefacts_A_Var_Copyrright_L_Ling/A1e25c.jpg,0.1856,0.9706,0.5781,False,2026-08-11 18:55:19
262,262,Artefacts_A_Var_Copyrright_L_Ling/A1c257_1b.jpg,0.2366,0.9706,0.6036,False,2026-08-11 18:55:19
263,263,Artefacts_A_Var_Copyrright_L_Ling/A1c181.jpg,0.0972,0.9928,0.545,False,2026-08-11 18:55:19
264,264,Artefacts_A_Var_Copyrright_L_Ling/A1c19c.jpg,0.4071,0.5941,0.5006,False,2026-08-11 18:55:19
265,265,Artefacts_A_Var_Copyrright_L_Ling/A1c180.jpg,0.0908,0.9399,0.5154,False,2026-08-11 18:55:19
266,266,Artefacts_A_Var_Copyrright_L_Ling/A1c217d.jpg,0.1639,0.9922,0.578,False,2026-08-11 18:55:19
267,267,Artefacts_A_Var_Copyrright_L_Ling/A1c215_2b.jpg,0.1691,0.8975,0.5333,False,2026-08-11 18:55:19
268,268,Artefacts_A_Var_Copyrright_L_Ling/A1c261b.jpg,0.0829,0.8692,0.476,False,2026-08-11 18:55:19
269,269,Artefacts_A_Var_Copyrright_L_Ling/A1b71p.jpg,1,0.7589,0.8794,False,2026-08-11 18:55:19
270,270,Artefacts_A_Var_Copyrright_L_Ling/A1d20.jpg,0.0365,0.9808,0.5087,False,2026-08-11 18:55:19
271,271,Artefacts_A_Var_Copyrright_L_Ling/A1c251_12&13.jpg,0.4576,0.9866,0.7221,False,2026-08-11 18:55:19
272,272,Artefacts_A_Var_Copyrright_L_Ling/A1c209.jpg,0.0673,0.9214,0.4944,False,2026-08-11 18:55:19
273,273,Artefacts_A_Var_Copyrright_L_Ling/A1b32.jpg,1,0.9394,0.9697,False,2026-08-11 18:55:19
274,274,Artefacts_A_Var_Copyrright_L_Ling/A1c251_1.jpg,0.3216,0.8851,0.6034,False,2026-08-11 18:55:19
275,275,Artefacts_A_Var_Copyrright_L_Ling/A1c220b.jpg,0.1494,0.9599,0.5546,False,2026-08-11 18:55:19
276,276,Artefacts_A_Var_Copyrright_L_Ling/A1c250 (2).jpg,0.2093,0.9976,0.6034,False,2026-08-11 18:55:19
277,277,Artefacts_A_Var_Copyrright_L_Ling/A1c113_1d.jpg,0.0667,0.9076,0.4872,False,2026-08-11 18:55:19
278,278,Artefacts_A_Var_Copyrright_L_Ling/A1e4.jpg,0.079,0.9006,0.4898,False,2026-08-11 18:55:19
279,279,Artefacts_A_Var_Copyrright_L_Ling/A1f17a.jpg,0.0295,0.9873,0.5084,False,2026-08-11 18:55:19
280,280,Artefacts_A_Var_Copyrright_L_Ling/A1c219.jpg,0.0906,0.9121,0.5014,False,2026-08-11 18:55:19
281,281,Artefacts_A_Var_Copyrright_L_Ling/A1b10a.jpg,0.5172,0.885,0.7011,False,2026-08-11 18:55:19
282,282,Artefacts_A_Var_Copyrright_L_Ling/A1c231.jpg,0.0349,0.9056,0.4702,False,2026-08-11 18:55:19
283,283,Artefacts_A_Var_Copyrright_L_Ling/A1c251_6b.jpg,0.1773,0.9549,0.5661,False,2026-08-11 18:55:19
284,284,Artefacts_A_Var_Copyrright_L_Ling/A1b71t.jpg,0.114,0.874,0.494,False,2026-08-11 18:55:19
285,285,Artefacts_A_Var_Copyrright_L_Ling/A1b71c.jpg,0.1162,0.8662,0.4912,False,2026-08-11 18:55:19
286,286,Artefacts_A_Var_Copyrright_L_Ling/A1c56.jpg,0.0504,0.9044,0.4774,False,2026-08-11 18:55:19
287,287,Artefacts_A_Var_Copyrright_L_Ling/A1c42.jpg,0.301,0.914,0.6075,False,2026-08-11 18:55:19
288,288,Artefacts_A_Var_Copyrright_L_Ling/A1c216d.jpg,0.1108,0.9822,0.5465,False,2026-08-11 18:55:19
289,289,Artefacts_A_Var_Copyrright_L_Ling/A1c260b.jpg,0.2353,0.9616,0.5984,False,2026-08-11 18:55:19
290,290,Artefacts_A_Var_Copyrright_L_Ling/A1c147.jpg,0.4781,0.9781,0.7281,False,2026-08-11 18:55:19
291,291,Artefacts_A_Var_Copyrright_L_Ling/A1c190.jpg,0.14,0.9662,0.5531,False,2026-08-11 18:55:19
292,292,Artefacts_A_Var_Copyrright_L_Ling/A1c185.jpg,0.3418,0.9293,0.6356,False,2026-08-11 18:55:19
293,293,Artefacts_A_Var_Copyrright_L_Ling/A1c257_2.jpg,0.1278,0.964,0.5459,False,2026-08-11 18:55:19
294,294,Artefacts_A_Var_Copyrright_L_Ling/A1c191.jpg,0.1897,0.9773,0.5835,False,2026-08-11 18:55:19
295,295,Artefacts_A_Var_Copyrright_L_Ling/A1c146.jpg,0.3674,0.9628,0.6651,False,2026-08-11 18:55:19
296,296,Artefacts_A_Var_Copyrright_L_Ling/A1c186a.jpg,0.0339,0.9881,0.511,False,2026-08-11 18:55:19
297,297,Artefacts_A_Var_Copyrright_L_Ling/A1c80.jpg,0.0426,0.567,0.3048,False,2026-08-11 18:55:19
298,298,Artefacts_A_Var_Copyrright_L_Ling/A1c216e.jpg,0.1121,0.9942,0.5532,False,2026-08-11 18:55:19
299,299,Artefacts_A_Var_Copyrright_L_Ling/A1c260c.jpg,0.1491,0.9386,0.5438,False,2026-08-11 18:55:19
300,300,Artefacts_A_Var_Copyrright_L_Ling/A1c261g.jpg,0.3324,0.8372,0.5848,False,2026-08-11 18:55:19
301,301,Artefacts_A_Var_Copyrright_L_Ling/A1c94.jpg,0.3856,0.8731,0.6294,False,2026-08-11 18:55:19
302,302,Artefacts_A_Var_Copyrright_L_Ling/A1c217a.jpg,0.073,0.9917,0.5324,False,2026-08-11 18:55:19
303,303,Artefacts_A_Var_Copyrright_L_Ling/A1b71b.jpg,0.065,0.9043,0.4846,False,2026-08-11 18:55:19
304,304,Artefacts_A_Var_Copyrright_L_Ling/A1c57.jpg,0.4659,0.9521,0.709,False,2026-08-11 18:55:19
305,305,Artefacts_A_Var_Copyrright_L_Ling/A1b71u.jpg,0.6665,0.9477,0.8071,False,2026-08-11 18:55:19
306,306,Artefacts_A_Var_Copyrright_L_Ling/A1c251_6c.jpg,0.5258,0.9264,0.7261,False,2026-08-11 18:55:19
307,307,Artefacts_A_Var_Copyrright_L_Ling/A1e45.jpg,0.1371,0.9717,0.5544,False,2026-08-11 18:55:19
308,308,Artefacts_A_Var_Copyrright_L_Ling/A1c218.jpg,0.4336,0.9708,0.7022,False,2026-08-11 18:55:19
309,309,Artefacts_A_Var_Copyrright_L_Ling/A1c173b.jpg,0.0813,0.9345,0.5079,False,2026-08-11 18:55:19
310,310,Artefacts_A_Var_Copyrright_L_Ling/A1d1.jpg,0.1182,0.9897,0.554,False,2026-08-11 18:55:19
311,311,Artefacts_A_Var_Copyrright_L_Ling/A1c113_1e.jpg,0.1669,0.8031,0.485,False,2026-08-11 18:55:19
312,312,Artefacts_A_Var_Copyrright_L_Ling/A1c252_14a.jpg,0.202,0.9204,0.5612,False,2026-08-11 18:55:19
313,313,Artefacts_A_Var_Copyrright_L_Ling/(2).jpg,0.3723,0.9508,0.6616,False,2026-08-11 18:55:19
314,314,Artefacts_A_Var_Copyrright_L_Ling/A1c220e.jpg,0.1942,0.9679,0.581,False,2026-08-11 18:55:19
315,315,Artefacts_A_Var_Copyrright_L_Ling/A1b35.jpg,0.5862,0.9229,0.7546,False,2026-08-11 18:55:19
316,316,Artefacts_A_Var_Copyrright_L_Ling/A1b10b.jpg,0.5598,0.981,0.7704,False,2026-08-11 18:55:19
317,317,Artefacts_A_Var_Copyrright_L_Ling/A1c251_6a.jpg,0.2216,0.8721,0.5468,False,2026-08-11 18:55:19
318,318,Artefacts_A_Var_Copyrright_L_Ling/A1b71w.jpg,0.519,0.8378,0.6784,False,2026-08-11 18:55:19
319,319,Artefacts_A_Var_Copyrright_L_Ling/A1c55.jpg,0.0584,0.8138,0.4361,False,2026-08-11 18:55:19
320,320,Artefacts_A_Var_Copyrright_L_Ling/A1c261e.jpg,0.5989,0.5406,0.5698,False,2026-08-11 18:55:19
321,321,Artefacts_A_Var_Copyrright_L_Ling/A1c178.jpg,0.1615,0.9741,0.5678,False,2026-08-11 18:55:19
322,322,Artefacts_A_Var_Copyrright_L_Ling/A1c144.jpg,0.2795,0.9834,0.6315,False,2026-08-11 18:55:19
323,323,Artefacts_A_Var_Copyrright_L_Ling/A1c150.jpg,0.0532,0.9351,0.4942,False,2026-08-11 18:55:19
324,324,Artefacts_A_Var_Copyrright_L_Ling/A1c19e.jpg,0.4862,0.4785,0.4824,False,2026-08-11 18:55:19
325,325,Artefacts_A_Var_Copyrright_L_Ling/A1c187.jpg,0.3949,0.9508,0.6728,False,2026-08-11 18:55:19
326,326,Artefacts_A_Var_Copyrright_L_Ling/A1c192.jpg,0.4179,0.9351,0.6765,False,2026-08-11 18:55:19
327,327,Artefacts_A_Var_Copyrright_L_Ling/A1c186.jpg,0.2631,0.9791,0.6211,False,2026-08-11 18:55:19
328,328,Artefacts_A_Var_Copyrright_L_Ling/A1c257_1.jpg,0.2133,0.9779,0.5956,False,2026-08-11 18:55:19
329,329,Artefacts_A_Var_Copyrright_L_Ling/A1c151.jpg,0.4768,0.9751,0.726,False,2026-08-11 18:55:19
330,330,Artefacts_A_Var_Copyrright_L_Ling/A1c113_1.jpg,0.0802,0.9077,0.494,False,2026-08-11 18:55:19
331,331,Artefacts_A_Var_Copyrright_L_Ling/A1f2b.jpg,0.027,0.9723,0.4996,False,2026-08-11 18:55:19
332,332,Artefacts_A_Var_Copyrright_L_Ling/A1c97.jpg,0.0279,0.9215,0.4747,False,2026-08-11 18:55:19
333,333,Artefacts_A_Var_Copyrright_L_Ling/A1c217b.jpg,0.1372,0.9827,0.5599,False,2026-08-11 18:55:19
334,334,Artefacts_A_Var_Copyrright_L_Ling/A1c216f.jpg,0.0974,0.9954,0.5464,False,2026-08-11 18:55:19
335,335,Artefacts_A_Var_Copyrright_L_Ling/A1c54.jpg,0.7181,0.9914,0.8547,False,2026-08-11 18:55:19
336,336,Artefacts_A_Var_Copyrright_L_Ling/A1b71a.jpg,0.0459,0.8674,0.4566,False,2026-08-11 18:55:19
337,337,Artefacts_A_Var_Copyrright_L_Ling/A1b71v.jpg,1,0.9461,0.973,False,2026-08-11 18:55:19
338,338,Artefacts_A_Var_Copyrright_L_Ling/A1b34.jpg,0.5132,0.8885,0.7008,False,2026-08-11 18:55:19
339,339,Artefacts_A_Var_Copyrright_L_Ling/A1c233.jpg,0.2386,0.9459,0.5922,False,2026-08-11 18:55:19
340,340,Artefacts_A_Var_Copyrright_L_Ling/A1c251_7.jpg,0.4134,0.9141,0.6638,False,2026-08-11 18:55:19
341,341,Artefacts_A_Var_Copyrright_L_Ling/A1c173a.jpg,0.3091,0.918,0.6136,False,2026-08-11 18:55:19
342,342,Artefacts_A_Var_Copyrright_L_Ling/A1b44b.jpg,0.8924,0.9284,0.9104,False,2026-08-11 18:55:19
343,343,Artefacts_A_Var_Copyrright_L_Ling/A1e32z.jpg,0.6188,0.8958,0.7573,False,2026-08-11 18:55:19
344,344,Artefacts_A_Var_Copyrright_L_Ling/A1f18a.jpg,0.0218,0.8748,0.4483,False,2026-08-11 18:55:19
345,345,Artefacts_A_Var_Copyrright_L_Ling/A1c171d.jpg,0.1001,0.9445,0.5223,False,2026-08-11 18:55:19
346,346,Artefacts_A_Var_Copyrright_L_Ling/A1e101.jpg,0.2389,0.9054,0.5721,False,2026-08-11 18:55:19
347,347,Artefacts_A_Var_Copyrright_L_Ling/A1d22e.jpg,0.0869,0.8778,0.4824,False,2026-08-11 18:55:19
348,348,Artefacts_A_Var_Copyrright_L_Ling/A1e7a.jpg,0.4523,0.9116,0.6819,False,2026-08-11 18:55:19
349,349,Artefacts_A_Var_Copyrright_L_Ling/A1c29&30.jpg,0.2502,0.9309,0.5905,False,2026-08-11 18:55:19
350,350,Artefacts_A_Var_Copyrright_L_Ling/A1c65.jpg,0.23,0.9341,0.5821,False,2026-08-11 18:55:19
351,351,Artefacts_A_Var_Copyrright_L_Ling/A1c214c.jpg,0.0654,0.9275,0.4964,False,2026-08-11 18:55:19
352,352,Artefacts_A_Var_Copyrright_L_Ling/A1f15.jpg,0.0306,0.9897,0.5102,False,2026-08-11 18:55:19
353,353,Artefacts_A_Var_Copyrright_L_Ling/A1c148.jpg,0.3958,0.9872,0.6915,False,2026-08-11 18:55:19
354,354,Artefacts_A_Var_Copyrright_L_Ling/A1c235e.jpg,0.1431,0.8771,0.5101,False,2026-08-11 18:55:19
355,355,Artefacts_A_Var_Copyrright_L_Ling/A1c166a.jpg,0.0713,0.6007,0.336,False,2026-08-11 18:55:19
356,356,Artefacts_A_Var_Copyrright_L_Ling/A1c235d.jpg,0.1714,0.8658,0.5186,False,2026-08-11 18:55:19
357,357,Artefacts_A_Var_Copyrright_L_Ling/A1c149.jpg,0.2821,0.9631,0.6226,False,2026-08-11 18:55:19
358,358,Artefacts_A_Var_Copyrright_L_Ling/A1c175.jpg,0.1411,0.909,0.525,False,2026-08-11 18:55:19
359,359,Artefacts_A_Var_Copyrright_L_Ling/A1f14.jpg,0.0314,0.9757,0.5036,False,2026-08-11 18:55:19
360,360,Artefacts_A_Var_Copyrright_L_Ling/A1c261h.jpg,0.1222,0.9096,0.5159,False,2026-08-11 18:55:19
361,361,Artefacts_A_Var_Copyrright_L_Ling/A1c214b.jpg,0.0703,0.9629,0.5166,False,2026-08-11 18:55:19
362,362,Artefacts_A_Var_Copyrright_L_Ling/A1c58.jpg,0.0529,0.9752,0.514,False,2026-08-11 18:55:19
363,363,Artefacts_A_Var_Copyrright_L_Ling/A1f22a.jpg,0.0116,0.8834,0.4475,False,2026-08-11 18:55:19
364,364,Artefacts_A_Var_Copyrright_L_Ling/A1c218a.jpg,0.086,0.9439,0.515,False,2026-08-11 18:55:19
365,365,Artefacts_A_Var_Copyrright_L_Ling/A1b71z.jpg,1,0.9052,0.9526,False,2026-08-11 18:55:19
366,366,Artefacts_A_Var_Copyrright_L_Ling/A1c202b.jpg,0.5433,0.9887,0.766,False,2026-08-11 18:55:19
367,367,Artefacts_A_Var_Copyrright_L_Ling/A1d22d.jpg,0.0906,0.9378,0.5142,False,2026-08-11 18:55:19
368,368,Artefacts_A_Var_Copyrright_L_Ling/A1c221_2.jpg,0.0579,0.9896,0.5238,False,2026-08-11 18:55:19
369,369,Artefacts_A_Var_Copyrright_L_Ling/A1c170a.jpg,0.2115,0.9015,0.5565,False,2026-08-11 18:55:19
370,370,Artefacts_A_Var_Copyrright_L_Ling/A1c252_13.jpg,0.2092,0.853,0.5311,False,2026-08-11 18:55:19
371,371,Artefacts_A_Var_Copyrright_L_Ling/A1b44a.jpg,1,0.9342,0.9671,False,2026-08-11 18:55:19
372,372,Artefacts_A_Var_Copyrright_L_Ling/A1f4.jpg,0.0131,0.9467,0.4799,False,2026-08-11 18:55:19
373,373,Artefacts_A_Var_Copyrright_L_Ling/A1e8.jpg,0.1727,0.8207,0.4967,False,2026-08-11 18:55:19
374,374,Artefacts_A_Var_Copyrright_L_Ling/A1c252_11.jpg,0.2137,0.9389,0.5763,False,2026-08-11 18:55:19
375,375,Artefacts_A_Var_Copyrright_L_Ling/A1c170c.jpg,0.1075,0.9709,0.5392,False,2026-08-11 18:55:19
376,376,Artefacts_A_Var_Copyrright_L_Ling/A1e7b.jpg,0.2252,0.8784,0.5518,False,2026-08-11 18:55:19
377,377,Artefacts_A_Var_Copyrright_L_Ling/A1b71x.jpg,1,0.8486,0.9243,False,2026-08-11 18:55:19
378,378,Artefacts_A_Var_Copyrright_L_Ling/A1c66.jpg,0.2342,0.9911,0.6126,False,2026-08-11 18:55:19
379,379,Artefacts_A_Var_Copyrright_L_Ling/A1f22c.jpg,0.013,0.9027,0.4578,False,2026-08-11 18:55:19
380,380,Artefacts_A_Var_Copyrright_L_Ling/A1f16.jpg,0.2683,0.9898,0.629,False,2026-08-11 18:55:19
381,381,Artefacts_A_Var_Copyrright_L_Ling/A1c177.jpg,0.0999,0.972,0.536,False,2026-08-11 18:55:19
382,382,Artefacts_A_Var_Copyrright_L_Ling/A1c251_11b.jpg,0.2724,0.9191,0.5958,False,2026-08-11 18:55:19
383,383,Artefacts_A_Var_Copyrright_L_Ling/A1c188.jpg,0.2815,0.9853,0.6334,False,2026-08-11 18:55:19
384,384,Artefacts_A_Var_Copyrright_L_Ling/A1c166b.jpg,0.0767,0.8584,0.4676,False,2026-08-11 18:55:19
385,385,Artefacts_A_Var_Copyrright_L_Ling/A1f17.jpg,0.0345,0.9469,0.4907,False,2026-08-11 18:55:19
386,386,Artefacts_A_Var_Copyrright_L_Ling/A1c176.jpg,0.1574,0.9578,0.5576,False,2026-08-11 18:55:19
387,387,Artefacts_A_Var_Copyrright_L_Ling/A1c98.jpg,0.0344,0.9708,0.5026,False,2026-08-11 18:55:19
388,388,Artefacts_A_Var_Copyrright_L_Ling/A1c214a.jpg,0.0905,0.9925,0.5415,False,2026-08-11 18:55:19
389,389,Artefacts_A_Var_Copyrright_L_Ling/A1b71y.jpg,0.7961,0.8588,0.8274,False,2026-08-11 18:55:19
390,390,Artefacts_A_Var_Copyrright_L_Ling/A1f22b.jpg,0.0109,0.8919,0.4514,False,2026-08-11 18:55:19
391,391,Artefacts_A_Var_Copyrright_L_Ling/A1c170b.jpg,0.1453,0.973,0.5592,False,2026-08-11 18:55:19
392,392,Artefacts_A_Var_Copyrright_L_Ling/A1c251_8.jpg,0.2088,0.8961,0.5524,False,2026-08-11 18:55:19
393,393,Artefacts_A_Var_Copyrright_L_Ling/A1c252_10.jpg,0.3542,0.9727,0.6634,False,2026-08-11 18:55:19
394,394,Artefacts_A_Var_Copyrright_L_Ling/A1e9.jpg,0.1272,0.9305,0.5288,False,2026-08-11 18:55:19
395,395,Artefacts_A_Var_Copyrright_L_Ling/A1c113_2a.jpg,0.2259,0.9097,0.5678,False,2026-08-11 18:55:19
396,396,Artefacts_A_Var_Copyrright_L_Ling/A1f1.jpg,0.066,0.9675,0.5168,False,2026-08-11 18:55:19
397,397,Artefacts_A_Var_Copyrright_L_Ling/A1c171b.jpg,0.1399,0.9707,0.5553,False,2026-08-11 18:55:19
398,398,Artefacts_A_Var_Copyrright_L_Ling/A1c252_14.jpg,0.2098,0.8699,0.5398,False,2026-08-11 18:55:19
399,399,Artefacts_A_Var_Copyrright_L_Ling/A1b69a.jpg,0.0849,0.9742,0.5296,False,2026-08-11 18:55:19
400,400,Artefacts_A_Var_Copyrright_L_Ling/A1c77.jpg,0.1293,0.92,0.5247,False,2026-08-11 18:55:19
401,401,Artefacts_A_Var_Copyrright_L_Ling/A1c172.jpg,1,0.8744,0.9372,False,2026-08-11 18:55:19
402,402,Artefacts_A_Var_Copyrright_L_Ling/A1c166.jpg,0.3297,0.908,0.6188,False,2026-08-11 18:55:19
403,403,Artefacts_A_Var_Copyrright_L_Ling/A1d31&32.jpg,0.6783,0.975,0.8266,False,2026-08-11 18:55:19
404,404,Artefacts_A_Var_Copyrright_L_Ling/A1c235c.jpg,0.3166,0.921,0.6188,False,2026-08-11 18:55:19
405,405,Artefacts_A_Var_Copyrright_L_Ling/A1d18b.jpg,0.0405,0.6068,0.3236,False,2026-08-11 18:55:19
406,406,Artefacts_A_Var_Copyrright_L_Ling/A1b28a.jpg,0.0488,0.7171,0.3829,False,2026-08-11 18:55:19
407,407,Artefacts_A_Var_Copyrright_L_Ling/A1c235b.jpg,0.1945,0.9251,0.5598,False,2026-08-11 18:55:19
408,408,Artefacts_A_Var_Copyrright_L_Ling/A1c252_789.jpg,0.5559,0.9193,0.7376,False,2026-08-11 18:55:19
409,409,Artefacts_A_Var_Copyrright_L_Ling/A1c89.jpg,0.0765,0.9912,0.5338,False,2026-08-11 18:55:19
410,410,Artefacts_A_Var_Copyrright_L_Ling/A1d22b.jpg,0.0822,0.9946,0.5384,False,2026-08-11 18:55:19
411,411,Artefacts_A_Var_Copyrright_L_Ling/A1b11z.jpg,0.0526,0.953,0.5028,False,2026-08-11 18:55:19
412,412,Artefacts_A_Var_Copyrright_L_Ling/A1c171c.jpg,0.101,0.9443,0.5227,False,2026-08-11 18:55:19
413,413,Artefacts_A_Var_Copyrright_L_Ling/A1c252_123456.jpg,0.5367,0.957,0.7468,False,2026-08-11 18:55:19
414,414,Artefacts_A_Var_Copyrright_L_Ling/A1c113_2b.jpg,0.2102,0.8292,0.5197,False,2026-08-11 18:55:19
415,415,Artefacts_A_Var_Copyrright_L_Ling/A1f2.jpg,0.0285,0.9897,0.5091,False,2026-08-11 18:55:19
416,416,Artefacts_A_Var_Copyrright_L_Ling/A1c171a.jpg,0.2011,0.9947,0.5979,False,2026-08-11 18:55:19
417,417,Artefacts_A_Var_Copyrright_L_Ling/A1c218_2.jpg,0.2948,0.9914,0.6431,False,2026-08-11 18:55:19
418,418,Artefacts_A_Var_Copyrright_L_Ling/A1c207.jpg,0.2828,0.9738,0.6283,False,2026-08-11 18:55:19
419,419,Artefacts_A_Var_Copyrright_L_Ling/A1e66.jpg,0.0827,0.7777,0.4302,False,2026-08-11 18:55:19
420,420,Artefacts_A_Var_Copyrright_L_Ling/A1c68&69.jpg,0.027,0.9582,0.4926,False,2026-08-11 18:55:19
421,421,Artefacts_A_Var_Copyrright_L_Ling/A1c60.jpg,0.0313,0.9863,0.5088,False,2026-08-11 18:55:19
422,422,Artefacts_A_Var_Copyrright_L_Ling/A1c218e.jpg,0.2845,0.9445,0.6145,False,2026-08-11 18:55:19
423,423,Artefacts_A_Var_Copyrright_L_Ling/A1d12.jpg,0.2791,0.974,0.6265,False,2026-08-11 18:55:19
424,424,Artefacts_A_Var_Copyrright_L_Ling/A1c250_11a.jpg,0.3749,0.9157,0.6453,False,2026-08-11 18:55:19
425,425,Artefacts_A_Var_Copyrright_L_Ling/A1b28b.jpg,0.1891,0.9604,0.5748,False,2026-08-11 18:55:19
426,426,Artefacts_A_Var_Copyrright_L_Ling/A1d18a.jpg,0.0641,0.7476,0.4059,False,2026-08-11 18:55:19
427,427,Artefacts_A_Var_Copyrright_L_Ling/A1c235a.jpg,0.2067,0.8935,0.5501,False,2026-08-11 18:55:19
428,428,Artefacts_A_Var_Copyrright_L_Ling/A1c251_10a.jpg,0.2135,0.9673,0.5904,False,2026-08-11 18:55:19
429,429,Artefacts_A_Var_Copyrright_L_Ling/A1f11.jpg,0.0279,0.9943,0.5111,False,2026-08-11 18:55:19
430,430,Artefacts_A_Var_Copyrright_L_Ling/A1c158.jpg,0.016,0.8254,0.4207,False,2026-08-11 18:55:19
431,431,Artefacts_A_Var_Copyrright_L_Ling/A1c218d.jpg,0.0949,0.9289,0.5119,False,2026-08-11 18:55:19
